time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),,,
2016-07-30T15:30:59.40Z,39.6861493,-75.0530576,-1001.205,-63.03,8.57,20.33,137.367,138.787,5.06,3,6
2016-07-30T15:30:59.60Z,39.6861507,-75.0530696,-994.189,-62.76,8.17,20.36,117.156,92.652,3.76,3,6
2016-07-30T15:31:00.20Z,39.6859084,-75.0530267,-998.411,-59.93,8.75,18.83,105.180,91.913,2.45,3,6
2016-07-30T15:31:00.40Z,39.6857826,-75.0529791,-1001.479,-59.94,9.63,19.18,100.056,87.858,2.32,3,6
2016-07-30T15:31:00.60Z,39.6856112,-75.0529722,-1014.865,-60.07,10.33,19.83,96.981,85.308,2.28,3,6
2016-07-30T15:31:00.80Z,39.6854041,-75.0532066,-1068.058,-59.83,10.36,20.89,99.362,85.410,2.24,3,6
2016-07-30T15:31:05.60Z,39.6820019,-75.0458094,-730.109,-59.52,33.05,27.40,386.782,292.588,10.45,3,4
2016-07-30T15:31:05.80Z,39.6819080,-75.0457123,-732.219,-59.13,33.76,27.24,307.887,224.684,6.50,3,4
2016-07-30T15:31:06.00Z,39.6818151,-75.0456222,-736.638,-54.76,32.10,23.29,280.703,206.243,5.20,3,4
2016-07-30T15:31:06.20Z,39.6817363,-75.0455515,-739.563,-51.81,31.41,20.75,230.078,168.975,4.41,3,4
2016-07-30T15:31:06.40Z,39.6816606,-75.0454702,-739.662,-49.71,30.69,19.00,196.884,144.982,3.92,3,4
2016-07-30T15:31:06.60Z,39.6814536,-75.0455188,-779.489,-49.78,32.24,19.71,175.578,126.165,3.75,3,5
2016-07-30T15:31:06.80Z,39.6812947,-75.0455222,-805.516,-49.03,32.60,19.26,159.052,112.905,3.53,3,5
2016-07-30T15:31:07.00Z,39.6811571,-75.0454966,-822.989,-48.92,33.56,19.33,145.809,102.995,3.30,3,5
2016-07-30T15:31:07.20Z,39.6810249,-75.0454499,-838.021,-48.82,34.46,19.47,135.000,95.448,3.22,3,5
2016-07-30T15:31:07.40Z,39.6809158,-75.0453880,-848.608,-47.32,34.73,18.55,125.370,88.754,3.17,3,5
2016-07-30T15:31:07.60Z,39.6808025,-75.0453533,-863.377,-46.23,34.98,17.64,119.189,84.087,3.14,3,5
2016-07-30T15:31:07.80Z,39.6806849,-75.0453112,-878.038,-45.68,35.19,17.77,114.070,80.571,3.14,3,5
2016-07-30T15:31:08.00Z,39.6805622,-75.0452514,-891.640,-45.50,35.94,18.01,109.898,77.810,3.15,3,5
2016-07-30T15:31:08.20Z,39.6804139,-75.0451924,-909.973,-46.45,36.77,19.63,107.372,76.255,3.33,3,5
2016-07-30T15:31:08.38Z,39.6797492,-75.0436598,-899.221,-49.04,40.38,21.77,104.893,81.824,3.08,3,6
2016-07-30T15:31:08.60Z,39.6793847,-75.0428665,-890.339,-50.44,41.19,23.06,103.218,85.725,2.98,3,5
2016-07-30T15:31:08.80Z,39.6790664,-75.0422436,-897.711,-50.64,42.50,24.22,100.441,87.176,2.93,3,6
2016-07-30T15:31:09.00Z,39.6788321,-75.0418317,-907.239,-50.92,43.61,25.19,97.377,86.954,3.13,3,6
2016-07-30T15:31:09.20Z,39.6786266,-75.0415089,-917.653,-51.19,44.12,26.02,94.238,86.102,3.26,3,6
2016-07-30T15:31:09.40Z,39.6784546,-75.0412633,-928.462,-51.30,44.55,26.63,91.195,84.618,3.37,3,6
2016-07-30T15:31:09.60Z,39.6783015,-75.0410184,-935.623,-51.42,45.64,26.94,88.268,83.118,3.50,3,6
2016-07-30T15:31:09.80Z,39.6782076,-75.0407111,-927.590,-51.07,47.22,25.32,84.846,80.967,3.64,3,5
2016-07-30T15:31:10.00Z,39.6781380,-75.0404219,-917.295,-50.19,48.19,23.45,81.750,78.723,3.86,3,5
2016-07-30T15:31:10.20Z,39.6780830,-75.0401741,-907.627,-48.61,48.48,21.65,78.784,76.372,3.85,3,5
2016-07-30T15:31:10.40Z,39.6781354,-75.0398450,-877.268,-46.73,49.38,19.42,77.140,74.180,3.92,3,5
2016-07-30T15:31:10.60Z,39.6781753,-75.0395093,-847.556,-45.34,51.75,17.56,75.510,72.158,3.93,3,5
2016-07-30T15:31:10.80Z,39.6782141,-75.0392235,-821.904,-43.22,52.72,15.65,73.712,69.823,4.04,3,5
2016-07-30T15:31:11.00Z,39.6782253,-75.0389327,-799.856,-42.02,53.19,14.00,71.666,67.559,3.91,3,5
2016-07-30T15:31:11.20Z,39.6782087,-75.0386874,-784.869,-40.94,53.46,12.77,69.497,65.382,3.74,3,5
2016-07-30T15:31:11.40Z,39.6781892,-75.0384642,-771.979,-39.96,53.94,11.60,67.415,63.208,3.65,3,5
2016-07-30T15:31:11.60Z,39.6781636,-75.0382448,-759.510,-39.62,53.64,10.14,65.487,61.149,3.57,3,5
2016-07-30T15:31:11.80Z,39.6782113,-75.0379502,-731.637,-39.43,54.35,9.19,64.269,58.790,3.54,3,5
2016-07-30T15:31:12.00Z,39.6781605,-75.0377486,-724.709,-39.38,55.27,9.02,62.389,56.896,3.49,3,5
2016-07-30T15:31:12.20Z,39.6781071,-75.0375366,-717.854,-39.14,57.02,8.90,60.589,55.168,3.40,3,5
2016-07-30T15:31:12.40Z,39.6780837,-75.0373041,-705.226,-39.19,58.05,8.74,59.203,53.491,3.29,3,5
2016-07-30T15:31:12.60Z,39.6780577,-75.0370828,-693.565,-39.35,58.12,8.71,57.883,51.913,3.14,3,5
2016-07-30T15:31:12.80Z,39.6782690,-75.0366671,-634.522,-38.97,58.04,8.19,57.104,47.500,3.00,3,5
2016-07-30T15:31:13.00Z,39.6782176,-75.0364706,-628.618,-38.60,58.07,8.06,55.344,45.932,2.87,3,5
2016-07-30T15:31:13.20Z,39.6781972,-75.0362633,-618.012,-38.45,58.15,8.11,53.673,43.930,2.88,3,5
2016-07-30T15:31:13.40Z,39.6781368,-75.0360959,-615.838,-37.98,58.30,8.13,51.999,42.517,2.93,3,5
2016-07-30T15:31:13.60Z,39.6781502,-75.0361651,-623.666,-36.15,56.12,8.59,51.034,42.440,2.52,3,6
2016-07-30T15:31:13.80Z,39.6781551,-75.0362263,-631.717,-35.22,55.33,8.81,50.178,42.475,2.21,3,6
2016-07-30T15:31:14.00Z,39.6781509,-75.0362490,-638.555,-34.16,55.43,8.96,49.232,42.335,2.05,3,6
2016-07-30T15:31:14.20Z,39.6781375,-75.0362515,-644.949,-33.51,55.09,9.15,48.208,42.001,1.91,3,6
2016-07-30T15:31:14.40Z,39.6781148,-75.0362456,-652.862,-32.46,55.13,9.47,47.246,41.892,1.78,3,6
2016-07-30T15:31:14.60Z,39.6780843,-75.0362223,-660.107,-32.15,54.95,9.76,46.311,41.721,1.80,3,6
2016-07-30T15:31:14.80Z,39.6780508,-75.0361841,-666.220,-32.33,55.38,9.86,45.343,41.417,1.77,3,6
2016-07-30T15:31:15.00Z,39.6780116,-75.0361264,-672.066,-32.36,56.02,10.08,44.487,41.151,1.79,3,6
2016-07-30T15:31:15.20Z,39.6779717,-75.0360626,-677.958,-31.94,56.52,10.30,43.708,40.915,1.85,3,6
2016-07-30T15:31:15.40Z,39.6779248,-75.0359827,-683.752,-32.25,57.24,10.68,43.084,40.757,2.00,3,6
2016-07-30T15:31:15.60Z,39.6778771,-75.0359037,-689.868,-32.42,57.74,11.04,42.572,40.680,2.01,3,6
2016-07-30T15:31:15.80Z,39.6778858,-75.0359896,-702.322,-31.08,56.44,11.40,42.699,41.794,1.72,3,6
2016-07-30T15:31:16.00Z,39.6778922,-75.0360584,-714.143,-29.71,55.66,11.70,42.620,42.680,1.60,3,6
2016-07-30T15:31:16.20Z,39.6779059,-75.0361475,-726.690,-28.69,54.90,11.90,42.508,43.702,1.51,3,6
2016-07-30T15:31:16.40Z,39.6778972,-75.0361639,-735.999,-28.20,54.49,12.02,41.972,43.977,1.51,3,6
2016-07-30T15:31:16.60Z,39.6778493,-75.0360664,-741.024,-28.32,54.88,12.25,40.976,43.216,1.57,3,6
2016-07-30T15:31:16.80Z,39.6778013,-75.0359719,-746.222,-28.59,55.38,12.46,40.085,42.635,1.52,3,6
2016-07-30T15:31:17.00Z,39.6777494,-75.0358675,-750.671,-28.96,55.88,12.43,39.317,42.147,1.51,3,6
