time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2016-08-06T22:53:07.00Z,39.7516536,-74.9901281,416.851,40.18,81.39,-5.79,611.797,136.529,26.44,63.72753,17.15886,3,4
2016-08-06T22:53:07.20Z,39.7516718,-74.9899904,420.823,42.09,81.07,-6.40,340.268,109.014,14.42,62.56505,9.60964,3,4
2016-08-06T22:53:07.40Z,39.7517572,-74.9898095,424.697,46.26,82.50,-4.35,360.721,104.342,14.08,60.72238,8.22009,3,4
2016-08-06T22:53:07.60Z,39.7519075,-74.9896063,426.649,49.19,83.35,-2.84,325.022,89.012,13.73,59.45119,7.38060,3,4
2016-08-06T22:53:07.80Z,39.7520811,-74.9893885,425.211,51.51,84.34,-1.51,299.544,79.473,13.36,58.58694,6.78118,3,4
2016-08-06T22:53:08.00Z,39.7522322,-74.9891806,423.631,53.23,85.02,-0.31,279.582,72.571,13.01,57.95102,6.33853,3,4
2016-08-06T22:53:08.20Z,39.7523713,-74.9889753,422.981,55.63,84.91,0.25,263.662,67.413,12.79,56.76535,5.90528,3,4
2016-08-06T22:53:08.40Z,39.7524991,-74.9887752,422.757,57.68,84.97,0.68,250.627,63.220,12.57,55.83093,5.53881,3,4
2016-08-06T22:53:08.60Z,39.7526255,-74.9885743,421.932,59.05,85.30,1.06,240.048,59.814,12.32,55.30810,5.26768,3,4
2016-08-06T22:53:08.80Z,39.7527466,-74.9883766,420.504,60.23,85.62,1.37,231.133,57.013,12.08,54.87397,5.04018,3,4
2016-08-06T22:53:09.00Z,39.7528670,-74.9881769,419.449,60.84,86.13,1.66,223.291,54.613,11.83,54.76270,4.86616,3,4
2016-08-06T22:55:22.40Z,39.7071912,-75.0301277,1621.812,-3.23,-38.27,1.82,289.152,215.792,2.78,265.17113,12.68608,3,4
2016-08-06T22:55:22.60Z,39.7071777,-75.0301997,1621.171,-4.06,-38.10,3.33,204.009,163.839,3.21,263.92243,10.86311,3,4
2016-08-06T22:55:22.80Z,39.7071597,-75.0302863,1619.354,-5.07,-37.82,3.15,198.989,154.832,2.27,262.36158,9.36166,3,4
2016-08-06T22:55:23.00Z,39.7071424,-75.0303681,1617.991,-5.27,-37.23,2.91,175.656,134.571,1.85,261.94665,8.76363,3,4
2016-08-06T22:55:23.20Z,39.7071179,-75.0304508,1618.281,-6.43,-37.14,2.35,160.692,121.960,1.60,260.17450,8.30913,3,4
2016-08-06T22:55:23.40Z,39.7071084,-75.0305297,1616.189,-7.69,-36.79,1.75,149.722,112.923,1.47,258.19679,8.06138,3,4
2016-08-06T22:55:23.60Z,39.7070842,-75.0306130,1616.752,-7.86,-36.29,1.40,141.058,105.936,1.42,257.78475,7.92062,3,4
2016-08-06T22:55:23.80Z,39.7070705,-75.0306908,1615.794,-7.33,-36.42,0.97,134.098,100.323,1.41,258.61732,7.80026,3,4
