time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2016-08-06T21:04:31.20Z,39.7047832,-75.0333146,1622.307,-8.74,-40.66,2.66,92.555,117.316,2.78,257.86506,5.54117,3,4
2016-08-06T21:04:31.40Z,39.7047883,-75.0334059,1627.696,-9.74,-41.16,2.12,67.308,66.385,2.23,256.69089,3.79268,3,4
2016-08-06T21:04:31.60Z,39.7047724,-75.0335187,1629.557,-10.37,-40.77,1.69,66.402,69.286,2.03,255.72495,3.29374,3,4
2016-08-06T21:04:31.80Z,39.7047527,-75.0336114,1630.870,-10.36,-41.14,1.33,57.422,61.712,2.07,255.86337,3.08039,3,4
2016-08-06T21:04:32.00Z,39.7047247,-75.0337164,1634.435,-9.73,-40.40,1.19,51.352,56.252,2.07,256.45650,3.04327,3,4
2016-08-06T21:04:32.20Z,39.7047009,-75.0338160,1636.061,-10.13,-40.47,1.29,47.009,52.074,2.04,255.94723,3.14158,3,4
2016-08-06T21:04:32.40Z,39.7046759,-75.0339168,1637.007,-9.95,-40.12,1.21,43.479,48.700,1.95,256.07090,2.99359,3,4
2016-08-06T21:04:32.60Z,39.7046488,-75.0340141,1637.635,-9.58,-40.12,1.20,40.475,45.889,1.93,256.57006,2.92114,3,4
2016-08-06T21:04:32.80Z,39.7046190,-75.0341123,1639.613,-9.55,-39.99,1.14,38.009,43.307,1.91,256.57026,2.81847,3,4
2016-08-06T21:04:33.00Z,39.7045922,-75.0342102,1640.511,-9.79,-39.88,1.33,35.945,41.128,1.89,256.20597,2.75686,3,4
2016-08-06T21:04:33.20Z,39.7045667,-75.0343063,1641.440,-10.06,-40.40,1.31,34.189,39.254,1.90,256.01575,2.68038,3,4
2016-08-06T21:04:33.40Z,39.7045445,-75.0344014,1642.123,-9.67,-40.38,1.11,32.677,37.747,1.89,256.52522,2.73205,3,4
2016-08-06T21:04:33.60Z,39.7045239,-75.0344980,1642.583,-10.00,-40.72,1.09,31.350,36.290,1.90,256.19667,2.66625,3,4
2016-08-06T21:04:33.80Z,39.7045055,-75.0345927,1642.749,-9.74,-40.66,1.13,30.187,34.993,2.00,256.52210,2.68009,3,4
