time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2016-08-06T23:40:40.00Z,39.7065079,-75.0273597,108.809,4.62,-0.60,2.96,129.658,345.895,13.30,352.59201,42.07207,3,4
2016-08-06T23:40:40.20Z,39.7064927,-75.0273353,110.223,5.20,0.18,4.31,82.191,166.567,7.39,359.13004,27.63692,3,4
2016-08-06T23:40:40.40Z,39.7065323,-75.0273532,105.147,4.77,0.52,3.62,80.575,184.981,5.27,3.24416,23.43680,3,4
2016-08-06T23:40:40.60Z,39.7065686,-75.0273602,99.135,5.75,-0.30,3.74,72.352,178.973,4.94,359.90392,21.87993,3,4
2016-08-06T23:40:40.80Z,39.7065873,-75.0273452,96.880,3.91,-0.87,3.56,67.316,175.985,5.38,355.98033,32.32997,3,4
2016-08-06T23:40:41.00Z,39.7065820,-75.0273175,95.423,4.68,-0.64,3.53,62.978,170.929,5.08,353.80560,27.23967,3,4
2016-08-06T23:40:41.20Z,39.7065859,-75.0273066,97.962,4.36,-1.23,3.76,55.286,149.915,4.69,348.77312,25.77956,3,5
2016-08-06T23:40:41.40Z,39.7065868,-75.0273082,95.608,3.57,-1.50,3.23,50.196,134.241,4.24,343.74829,29.51713,3,5
2016-08-06T23:40:41.60Z,39.7065706,-75.0273055,95.279,3.03,-1.27,3.54,45.680,116.702,4.29,340.88690,33.44323,3,5
2016-08-06T23:40:41.80Z,39.7065713,-75.0273151,96.725,2.60,-1.33,4.04,42.843,105.875,4.17,337.29744,36.73244,3,5
2016-08-06T23:40:42.00Z,39.7065801,-75.0273235,94.684,2.89,-2.38,3.57,40.553,98.428,3.36,327.10929,29.52937,3,5
2016-08-06T23:40:42.20Z,39.7065771,-75.0273288,96.362,3.22,-2.64,3.74,38.907,94.106,3.19,323.47290,26.21162,3,5
2016-08-06T23:40:42.40Z,39.7065768,-75.0273356,97.423,2.65,-1.65,4.41,37.578,91.203,3.67,325.09875,35.72237,3,5
2016-08-06T23:40:42.60Z,39.7065812,-75.0273390,96.708,2.58,-1.72,4.51,36.531,88.882,3.62,325.68716,36.34935,3,5
2016-08-06T23:40:42.80Z,39.7065882,-75.0273415,95.291,2.60,-2.57,4.64,35.414,85.990,3.22,319.63682,30.93128,3,5
2016-08-06T23:40:43.00Z,39.7065961,-75.0273454,93.441,2.51,-2.85,4.40,34.433,83.624,3.03,315.79716,33.33508,3,5
