time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
2016-08-06T19:48:49.00Z,39.6932667,-74.9976376,845.064,8.86,58.48,-4.77,7.666,7.782,0.75,81.38598,0.89487,3,7
2016-08-06T19:48:49.20Z,39.6932816,-74.9975008,846.012,8.59,58.51,-4.79,7.545,7.648,0.74,81.65151,0.90625,3,7
2016-08-06T19:48:49.40Z,39.6932964,-74.9973643,846.932,8.62,58.57,-4.58,7.426,7.519,0.77,81.62385,0.92961,3,7
2016-08-06T19:48:49.60Z,39.6933115,-74.9972277,847.885,8.66,58.74,-4.59,7.302,7.390,0.76,81.61003,0.91523,3,7
2016-08-06T19:48:49.80Z,39.6933275,-74.9970918,848.964,8.75,58.51,-4.55,7.185,7.266,0.76,81.49276,0.91574,3,7
2016-08-06T19:48:50.00Z,39.6933423,-74.9969556,849.954,8.51,58.65,-4.53,7.072,7.148,0.75,81.74762,0.91508,3,7
2016-08-06T19:48:50.20Z,39.6933582,-74.9968187,851.033,8.68,58.56,-4.46,6.964,7.036,0.74,81.56924,0.90367,3,7
2016-08-06T19:48:50.40Z,39.6933758,-74.9966816,852.215,9.02,58.73,-4.53,6.851,6.924,0.72,81.26337,0.88631,3,7
2016-08-06T19:48:50.60Z,39.6933928,-74.9965447,853.330,8.76,58.62,-4.70,6.744,6.818,0.72,81.49891,0.88496,3,7
2016-08-06T19:48:50.80Z,39.6934100,-74.9964074,854.525,8.79,58.66,-4.73,6.642,6.702,0.72,81.48142,0.88236,3,7
2016-08-06T19:48:51.00Z,39.6934270,-74.9962704,855.759,8.85,58.55,-4.84,6.547,6.592,0.72,81.40348,0.88558,3,7
2016-08-06T19:48:51.20Z,39.6934441,-74.9961336,857.002,8.80,58.56,-4.81,6.456,6.488,0.73,81.45839,0.88948,3,7
2016-08-06T19:48:51.40Z,39.6934613,-74.9959972,858.328,8.78,58.55,-4.86,6.368,6.388,0.70,81.47131,0.86439,3,7
2016-08-06T19:48:51.60Z,39.6934786,-74.9958609,859.684,8.93,58.55,-5.05,6.285,6.294,0.71,81.32525,0.86218,3,7
2016-08-06T19:48:51.80Z,39.6934965,-74.9957242,860.976,8.91,58.58,-5.10,6.205,6.204,0.71,81.35608,0.86112,3,7
2016-08-06T19:48:52.00Z,39.6935141,-74.9955875,862.239,8.99,58.63,-5.23,6.130,6.119,0.71,81.28063,0.86287,3,7
2016-08-06T19:48:52.20Z,39.6935318,-74.9954506,863.474,8.98,58.43,-5.13,6.054,6.035,0.74,81.25818,0.88119,3,7
2016-08-06T19:48:52.40Z,39.6935499,-74.9953140,864.717,9.23,58.40,-5.33,5.986,5.969,0.77,81.01634,0.90349,3,7
2016-08-06T19:48:52.60Z,39.6935670,-74.9951783,865.939,9.08,58.37,-5.34,5.923,5.908,0.80,81.15653,0.93666,3,7
2016-08-06T19:48:52.80Z,39.6935845,-74.9950422,867.228,9.21,58.33,-5.51,5.864,5.849,0.81,81.02660,0.93759,3,7
2016-08-06T19:48:53.00Z,39.6936028,-74.9949056,868.524,9.40,58.47,-5.56,5.809,5.793,0.85,80.86698,0.95810,3,7
2016-08-06T19:48:53.20Z,39.6936204,-74.9947688,869.702,9.31,58.41,-5.64,5.766,5.746,0.85,80.94432,1.00217,3,7
2016-08-06T19:48:53.40Z,39.6936382,-74.9946324,870.865,9.25,58.14,-5.60,5.722,5.688,0.88,80.95647,0.99179,3,7
2016-08-06T19:48:53.60Z,39.6936556,-74.9944961,872.036,9.11,58.30,-5.58,5.679,5.642,0.88,81.12214,0.98400,3,7
2016-08-06T19:48:53.80Z,39.6936730,-74.9943599,873.219,9.27,58.13,-5.67,5.642,5.602,0.93,80.93581,1.00656,3,7
2016-08-06T19:48:54.00Z,39.6936909,-74.9942244,874.328,9.49,58.02,-5.34,5.609,5.588,0.96,80.70722,1.02539,3,7
2016-08-06T19:48:54.20Z,39.6937087,-74.9940891,875.524,9.39,57.98,-5.49,5.572,5.576,0.93,80.80104,0.99944,3,7
2016-08-06T19:48:54.40Z,39.6937251,-74.9939552,876.662,9.47,57.63,-5.50,5.535,5.561,0.98,80.66954,1.10394,3,7
2016-08-06T19:48:54.60Z,39.6937427,-74.9938212,877.911,9.69,57.77,-5.37,5.511,5.548,0.99,80.47682,1.10935,3,7
2016-08-06T19:48:54.80Z,39.6937597,-74.9936866,879.216,9.61,57.87,-5.52,5.488,5.537,0.95,80.57221,1.02850,3,7
2016-08-06T19:48:55.00Z,39.6937766,-74.9935517,880.540,9.57,57.87,-5.59,5.465,5.527,0.90,80.60612,0.97299,3,7
2016-08-06T19:48:55.20Z,39.6937933,-74.9934162,881.977,9.58,57.98,-5.77,5.442,5.519,0.93,80.62172,0.99064,3,7
2016-08-06T19:48:55.40Z,39.6938108,-74.9932821,883.262,9.79,57.78,-5.67,5.424,5.514,0.97,80.38821,1.03791,3,7
2016-08-06T19:48:55.60Z,39.6938285,-74.9931483,884.452,9.95,57.72,-5.51,5.410,5.509,1.04,80.21592,1.09519,3,7
2016-08-06T19:48:55.80Z,39.6938462,-74.9930150,885.685,10.08,57.40,-5.66,5.399,5.507,1.00,80.03470,1.08672,3,7
2016-08-06T19:48:56.00Z,39.6938647,-74.9928814,886.994,10.32,57.64,-5.80,5.389,5.506,1.04,79.85138,1.12605,3,7
2016-08-06T19:48:56.20Z,39.6938837,-74.9927480,888.359,10.54,57.64,-5.90,5.379,5.505,1.10,79.63595,1.17693,3,7
2016-08-06T19:48:56.40Z,39.6939039,-74.9926153,889.588,11.07,57.14,-5.78,5.363,5.502,1.25,79.03789,1.29454,3,7
2016-08-06T19:48:56.60Z,39.6939246,-74.9924828,890.873,11.08,56.98,-5.80,5.349,5.507,1.26,79.00008,1.31404,3,7
2016-08-06T19:48:56.80Z,39.6939451,-74.9923510,892.195,11.35,56.94,-5.94,5.329,5.485,1.13,78.72993,1.19329,3,7
2016-08-06T19:48:57.00Z,39.6939667,-74.9922194,893.447,11.68,56.85,-5.79,5.308,5.449,1.00,78.39416,1.13784,3,7
2016-08-06T19:48:57.20Z,39.6939882,-74.9920878,894.724,11.93,56.94,-5.66,5.291,5.415,1.04,78.17051,1.16616,3,7
2016-08-06T19:48:57.40Z,39.6940100,-74.9919558,896.018,12.08,56.95,-5.66,5.274,5.381,1.02,78.02818,1.15309,3,7
2016-08-06T19:48:57.60Z,39.6940308,-74.9918237,897.274,11.78,57.16,-5.81,5.255,5.357,1.03,78.35414,1.15127,3,7
2016-08-06T19:48:57.80Z,39.6940531,-74.9916911,898.622,12.19,57.08,-5.71,5.239,5.339,1.19,77.94287,1.29489,3,7
2016-08-06T19:48:58.00Z,39.6940765,-74.9915585,900.038,12.58,56.98,-5.60,5.225,5.312,1.23,77.54860,1.30684,3,7
2016-08-06T19:48:58.20Z,39.6941000,-74.9914266,901.195,13.07,56.76,-5.43,5.209,5.286,1.21,77.03343,1.30160,3,7
2016-08-06T19:48:58.40Z,39.6941243,-74.9912951,902.151,13.56,56.68,-5.19,5.188,5.258,1.17,76.54825,1.16266,3,7
2016-08-06T19:48:58.60Z,39.6941488,-74.9911628,903.502,13.15,56.92,-5.29,5.168,5.235,1.21,76.99520,1.18614,3,7
2016-08-06T19:48:58.80Z,39.6941733,-74.9910308,904.798,13.30,56.68,-5.24,5.150,5.223,1.23,76.79805,1.20699,3,7
2016-08-06T19:48:59.00Z,39.6941982,-74.9908986,906.056,13.50,56.86,-5.26,5.134,5.209,1.19,76.64529,1.17169,3,7
2016-08-06T19:48:59.20Z,39.6942231,-74.9907670,907.315,13.61,56.45,-5.23,5.118,5.196,1.19,76.44515,1.17574,3,7
2016-08-06T19:48:59.40Z,39.6942483,-74.9906353,908.581,13.76,56.55,-5.24,5.098,5.179,1.17,76.32353,1.10241,3,7
2016-08-06T19:48:59.60Z,39.6942736,-74.9905037,909.805,13.81,56.59,-5.36,5.078,5.164,1.14,76.29131,1.09638,3,7
2016-08-06T19:48:59.80Z,39.6942990,-74.9903725,910.984,13.92,56.39,-5.29,5.051,5.138,1.01,76.13190,0.97525,3,7
2016-08-06T19:49:00.00Z,39.6943250,-74.9902415,912.205,14.08,56.29,-5.32,5.013,5.108,0.95,75.95780,0.91725,3,7
2016-08-06T19:49:00.20Z,39.6943511,-74.9901107,913.369,14.16,56.31,-5.41,4.975,5.079,0.89,75.88203,0.89434,3,7
2016-08-06T19:49:00.40Z,39.6943778,-74.9899799,914.511,14.43,56.19,-5.33,4.935,5.048,0.85,75.59450,0.86767,3,7
2016-08-06T19:49:00.60Z,39.6944049,-74.9898493,915.644,14.61,56.16,-5.40,4.896,5.024,0.84,75.42216,0.85787,3,7
2016-08-06T19:49:00.80Z,39.6944319,-74.9897183,916.714,14.56,56.10,-5.34,4.866,5.017,0.85,75.45537,1.02089,3,7
2016-08-06T19:49:01.00Z,39.6944590,-74.9895879,917.773,14.68,55.89,-5.36,4.837,5.014,0.84,75.28227,1.02545,3,7
2016-08-06T19:49:01.20Z,39.6944866,-74.9894574,918.867,14.80,55.94,-5.42,4.810,5.012,0.84,75.18198,1.00427,3,7
2016-08-06T19:49:01.40Z,39.6945149,-74.9893277,919.889,15.09,55.84,-5.39,4.774,5.005,0.83,74.87763,0.87314,3,7
2016-08-06T19:49:01.60Z,39.6945439,-74.9891985,920.986,15.39,55.68,-5.37,4.739,5.001,0.83,74.55318,0.87665,3,7
2016-08-06T19:49:01.80Z,39.6945734,-74.9890689,922.158,15.76,55.73,-5.42,4.695,4.989,0.89,74.20811,0.85798,3,7
2016-08-06T19:49:02.00Z,39.6946032,-74.9889386,923.363,15.97,55.46,-5.27,4.655,4.978,0.85,73.93266,0.82829,3,7
2016-08-06T19:49:02.20Z,39.6946339,-74.9888094,924.442,16.33,55.46,-5.33,4.617,4.970,0.85,73.58998,0.82211,3,7
2016-08-06T19:49:02.40Z,39.6946645,-74.9886786,925.656,16.61,55.39,-5.32,4.578,4.961,0.83,73.30381,0.78922,3,7
2016-08-06T19:49:02.60Z,39.6946970,-74.9885506,926.782,16.90,55.31,-5.40,4.531,4.940,0.70,73.00511,0.65441,3,7
2016-08-06T19:49:02.80Z,39.6947297,-74.9884218,927.928,17.24,55.17,-5.51,4.480,4.919,0.68,72.64573,0.63207,3,7
2016-08-06T19:49:03.00Z,39.6947622,-74.9882943,929.140,17.39,55.05,-5.60,4.431,4.902,0.69,72.46835,0.63001,3,7
2016-08-06T19:49:03.20Z,39.6947954,-74.9881663,930.422,17.95,54.87,-5.64,4.394,4.892,0.70,71.88426,0.67720,3,7
2016-08-06T19:49:03.40Z,39.6948289,-74.9880380,931.689,18.18,54.60,-5.67,4.363,4.893,0.72,71.58224,0.75369,3,7
2016-08-06T19:49:03.60Z,39.6948628,-74.9879106,932.857,18.47,54.56,-5.44,4.332,4.894,0.74,71.29379,0.72714,3,7
2016-08-06T19:49:03.80Z,39.6948969,-74.9877831,933.988,18.73,54.44,-5.36,4.303,4.896,0.74,71.01560,0.72156,3,7
2016-08-06T19:49:04.00Z,39.6949321,-74.9876568,934.858,19.21,54.28,-5.35,4.274,4.897,0.71,70.51672,0.68359,3,7
2016-08-06T19:49:04.20Z,39.6949685,-74.9875293,935.811,19.56,54.23,-5.12,4.235,4.892,0.60,70.16570,0.65030,3,7
2016-08-06T19:49:04.40Z,39.6950050,-74.9874039,936.757,20.03,53.96,-5.12,4.199,4.888,0.60,69.63871,0.64959,3,7
2016-08-06T19:49:04.60Z,39.6950429,-74.9872785,937.883,20.75,53.83,-4.93,4.164,4.879,0.61,68.92463,0.63355,3,7
2016-08-06T19:49:04.80Z,39.6950814,-74.9871531,938.662,20.88,53.69,-4.84,4.131,4.871,0.60,68.75393,0.63293,3,7
2016-08-06T19:49:05.00Z,39.6951204,-74.9870265,939.486,21.34,53.50,-4.83,4.099,4.864,0.61,68.25881,0.63036,3,7
2016-08-06T19:49:05.20Z,39.6951606,-74.9869011,940.298,21.91,53.33,-4.70,4.074,4.859,0.63,67.65898,0.71101,3,7
2016-08-06T19:49:05.40Z,39.6952018,-74.9867764,941.271,22.42,53.24,-4.65,4.051,4.856,0.63,67.16269,0.70388,3,7
2016-08-06T19:49:05.60Z,39.6952439,-74.9866519,942.175,22.78,52.96,-4.52,4.026,4.853,0.62,66.72246,0.78279,3,7
2016-08-06T19:49:05.80Z,39.6952869,-74.9865280,943.119,23.29,52.72,-4.50,4.003,4.852,0.61,66.16184,0.75714,3,7
2016-08-06T19:49:06.00Z,39.6953303,-74.9864046,943.968,23.73,52.59,-4.42,3.981,4.852,0.62,65.70806,0.77040,3,7
2016-08-06T19:49:06.20Z,39.6953740,-74.9862824,944.878,24.24,52.19,-4.32,3.939,4.832,0.67,65.08554,0.86177,3,7
2016-08-06T19:49:06.40Z,39.6954194,-74.9861614,945.926,25.04,51.91,-4.07,3.894,4.808,0.67,64.24499,0.81705,3,7
2016-08-06T19:49:06.60Z,39.6954654,-74.9860403,946.914,25.52,51.83,-4.24,3.854,4.786,0.71,63.78607,0.75891,3,7
2016-08-06T19:49:06.80Z,39.6955120,-74.9859203,947.745,26.24,51.36,-4.24,3.815,4.767,0.70,62.94095,0.72222,3,7
2016-08-06T19:49:07.00Z,39.6955601,-74.9858002,948.687,26.68,51.39,-4.09,3.778,4.750,0.70,62.56351,0.72493,3,7
2016-08-06T19:49:07.20Z,39.6956091,-74.9856809,949.742,27.41,50.96,-4.31,3.737,4.731,0.71,61.72584,0.70198,3,7
2016-08-06T19:49:07.40Z,39.6956592,-74.9855622,950.478,28.08,50.84,-3.74,3.702,4.717,0.78,61.08211,0.71342,3,7
2016-08-06T19:49:07.60Z,39.6957103,-74.9854456,950.705,28.86,49.85,-2.74,3.674,4.715,0.85,59.92924,0.75144,3,7
2016-08-06T19:49:07.80Z,39.6957629,-74.9853304,950.889,29.45,49.46,-2.09,3.649,4.717,0.86,59.23021,0.77422,3,7
2016-08-06T19:49:08.00Z,39.6958160,-74.9852153,951.547,29.82,49.19,-2.95,3.630,4.733,0.93,58.77991,0.79773,3,7
2016-08-06T19:49:08.20Z,39.6958699,-74.9851015,952.063,30.35,48.84,-3.12,3.630,4.771,0.93,58.14461,0.94817,3,7
2016-08-06T19:49:08.40Z,39.6959247,-74.9849884,952.644,30.91,48.43,-3.24,3.629,4.806,0.93,57.45598,0.84492,3,7
2016-08-06T19:49:08.60Z,39.6959804,-74.9848759,953.218,31.54,48.28,-3.37,3.572,4.784,0.89,56.84114,0.57698,3,7
2016-08-06T19:49:08.80Z,39.6960375,-74.9847644,953.902,32.15,47.71,-3.59,3.522,4.772,1.12,56.02388,0.57754,3,7
2016-08-06T19:49:09.00Z,39.6960953,-74.9846536,954.568,32.95,47.37,-3.70,3.479,4.760,1.17,55.17518,0.55930,3,7
2016-08-06T19:49:09.20Z,39.6961547,-74.9845434,955.331,33.61,47.10,-3.94,3.442,4.749,1.09,54.48416,0.55164,3,7
2016-08-06T19:49:09.40Z,39.6962150,-74.9844340,956.038,34.16,46.69,-3.95,3.416,4.745,1.00,53.81330,0.55524,3,7
2016-08-06T19:49:09.60Z,39.6962766,-74.9843258,956.878,34.76,46.05,-4.09,3.393,4.744,1.01,52.95363,0.57471,3,7
2016-08-06T19:49:09.80Z,39.6963399,-74.9842188,957.747,35.32,45.61,-4.29,3.365,4.735,0.99,52.24593,0.54273,3,7
2016-08-06T19:49:10.00Z,39.6964034,-74.9841134,958.566,35.88,44.94,-4.33,3.341,4.727,0.98,51.40202,0.54553,3,7
2016-08-06T19:49:10.20Z,39.6964686,-74.9840089,959.479,36.64,44.51,-4.32,3.321,4.721,0.99,50.53698,0.54915,3,7
2016-08-06T19:49:10.40Z,39.6965349,-74.9839058,960.281,37.10,44.12,-4.26,3.321,4.731,1.06,49.94342,0.67750,3,7
2016-08-06T19:49:10.60Z,39.6966025,-74.9838038,961.102,37.76,43.44,-4.15,3.325,4.741,1.08,49.00180,0.68276,3,7
2016-08-06T19:49:10.80Z,39.6966712,-74.9837031,961.916,38.19,42.94,-4.37,3.336,4.758,1.19,48.35060,0.80142,3,7
2016-08-06T19:49:11.00Z,39.6967404,-74.9836043,962.824,38.49,42.12,-4.47,3.352,4.776,1.29,47.57921,0.88744,3,7
2016-08-06T19:49:11.20Z,39.6968112,-74.9835069,963.505,39.12,41.75,-4.38,3.367,4.790,1.30,46.86491,0.78131,3,7
2016-08-06T19:49:11.40Z,39.6968821,-74.9834107,964.361,39.47,41.00,-4.48,3.383,4.805,1.31,46.08808,0.78815,3,7
2016-08-06T19:49:11.60Z,39.6969546,-74.9833157,965.351,40.49,40.67,-4.42,3.400,4.821,1.35,45.12869,0.78643,3,7
2016-08-06T19:49:11.80Z,39.6970280,-74.9832218,966.295,40.94,40.11,-4.27,3.425,4.840,1.38,44.41185,1.07015,3,7
2016-08-06T19:49:12.00Z,39.6971004,-74.9831283,967.144,40.18,40.23,-4.30,3.465,4.864,1.47,45.04247,1.59615,3,7
2016-08-06T19:49:12.20Z,39.6971722,-74.9830368,968.020,40.07,39.08,-4.69,3.526,4.887,1.54,44.28547,1.76961,3,7
2016-08-06T19:49:12.40Z,39.6972459,-74.9829470,968.804,40.67,38.43,-4.61,3.588,4.907,1.49,43.37838,1.68258,3,7
2016-08-06T19:49:12.60Z,39.6973207,-74.9828601,969.580,41.22,37.24,-4.51,3.642,4.926,1.48,42.09615,1.52689,3,7
2016-08-06T19:49:12.80Z,39.6973972,-74.9827751,970.411,42.21,36.47,-4.41,3.686,4.943,1.46,40.82500,1.31564,3,7
2016-08-06T19:49:13.00Z,39.6974754,-74.9826919,971.314,43.21,35.76,-4.32,3.716,4.952,1.39,39.61245,1.05338,3,7
2016-08-06T19:49:13.20Z,39.6975546,-74.9826102,972.218,43.99,35.14,-4.24,3.735,4.957,1.37,38.61267,0.94415,3,7
2016-08-06T19:49:13.40Z,39.6976354,-74.9825297,973.018,44.90,34.51,-4.05,3.757,4.964,1.59,37.54769,0.88363,3,7
2016-08-06T19:49:13.60Z,39.6977174,-74.9824499,973.803,45.43,34.31,-3.91,3.762,4.953,1.32,37.06157,0.78407,3,7
2016-08-06T19:49:13.80Z,39.6978009,-74.9823713,974.586,46.12,33.63,-3.79,3.754,4.939,1.19,36.10394,0.74920,3,7
2016-08-06T19:49:14.00Z,39.6978849,-74.9822946,975.339,46.48,32.86,-3.72,3.743,4.926,1.07,35.25600,0.70378,3,7
2016-08-06T19:49:14.20Z,39.6979695,-74.9822199,976.148,46.71,31.97,-3.66,3.728,4.912,0.98,34.38900,0.67220,3,7
2016-08-06T19:49:14.40Z,39.6980541,-74.9821464,976.928,47.02,31.43,-3.83,3.710,4.898,0.92,33.75646,0.64808,3,7
2016-08-06T19:49:14.60Z,39.6981388,-74.9820750,977.869,47.11,30.66,-3.92,3.695,4.885,0.90,33.05923,0.63774,3,7
2016-08-06T19:49:14.80Z,39.6982247,-74.9820049,978.668,47.74,30.23,-3.96,3.679,4.874,0.87,32.34348,0.62439,3,7
2016-08-06T19:49:15.00Z,39.6983111,-74.9819364,979.393,48.03,29.53,-3.89,3.668,4.870,0.91,31.58372,0.66342,3,7
2016-08-06T19:49:15.20Z,39.6983977,-74.9818698,980.088,48.44,28.79,-3.80,3.659,4.867,0.92,30.72394,0.68844,3,7
2016-08-06T19:49:15.40Z,39.6984845,-74.9818048,980.842,48.41,28.07,-3.86,3.659,4.873,1.06,30.10572,0.76759,3,7
2016-08-06T19:49:15.60Z,39.6985716,-74.9817413,981.572,48.67,27.51,-3.75,3.660,4.880,1.07,29.47480,0.75961,3,7
2016-08-06T19:49:15.80Z,39.6986601,-74.9816774,982.104,49.27,27.21,-3.57,3.664,4.885,1.08,28.90954,0.76129,3,7
2016-08-06T19:49:16.00Z,39.6987491,-74.9816151,982.861,49.65,26.55,-3.63,3.666,4.890,1.09,28.13630,0.73124,3,7
2016-08-06T19:49:16.20Z,39.6988381,-74.9815545,983.583,49.70,25.72,-3.61,3.662,4.885,0.99,27.36607,0.66009,3,7
2016-08-06T19:49:16.40Z,39.6989273,-74.9814957,984.430,50.04,25.13,-3.67,3.653,4.877,0.97,26.66898,0.62236,3,7
2016-08-06T19:49:16.60Z,39.6990173,-74.9814384,985.150,50.21,24.59,-3.62,3.647,4.871,1.02,26.09580,0.64176,3,7
2016-08-06T19:49:16.80Z,39.6991080,-74.9813821,985.899,50.64,24.18,-3.50,3.641,4.863,1.02,25.52593,0.65477,3,7
2016-08-06T19:49:17.00Z,39.6991992,-74.9813278,986.646,50.78,23.34,-3.56,3.632,4.850,0.98,24.68494,0.61160,3,7
2016-08-06T19:49:17.20Z,39.6992913,-74.9812744,987.264,51.12,22.66,-3.48,3.607,4.817,0.77,23.90317,0.59100,3,7
2016-08-06T19:49:17.40Z,39.6993841,-74.9812218,987.920,51.21,22.12,-3.49,3.582,4.786,0.77,23.36375,0.63274,3,7
2016-08-06T19:49:17.60Z,39.6994776,-74.9811710,988.385,51.49,21.54,-3.48,3.560,4.755,0.75,22.69722,0.66145,3,7
2016-08-06T19:49:17.80Z,39.6995713,-74.9811222,988.947,51.64,20.75,-3.48,3.538,4.728,0.74,21.88949,0.66062,3,7
2016-08-06T19:49:18.00Z,39.6996651,-74.9810744,989.575,51.86,19.95,-3.40,3.520,4.703,0.74,21.03911,0.75539,3,7
2016-08-06T19:49:18.20Z,39.6997590,-74.9810283,990.278,52.11,19.43,-3.44,3.504,4.681,0.75,20.44579,0.78180,3,7
2016-08-06T19:49:18.40Z,39.6998536,-74.9809836,990.958,52.33,18.74,-3.56,3.488,4.660,0.76,19.70321,0.84873,3,7
2016-08-06T19:49:18.60Z,39.6999483,-74.9809395,991.521,52.05,18.41,-3.60,3.471,4.645,0.74,19.48081,0.90665,3,7
2016-08-06T19:49:18.80Z,39.7000416,-74.9808970,992.031,51.61,17.87,-3.71,3.458,4.635,0.75,19.09830,0.94284,3,7
2016-08-06T19:49:19.00Z,39.7001363,-74.9808565,992.785,52.64,16.82,-3.51,3.449,4.627,0.76,17.72336,1.00347,3,7
2016-08-06T19:49:19.20Z,39.7002318,-74.9808180,993.546,53.15,16.21,-3.49,3.454,4.633,0.94,16.95750,1.04377,3,7
2016-08-06T19:49:19.40Z,39.7003275,-74.9807810,994.336,53.18,15.50,-3.55,3.464,4.642,1.09,16.25309,1.13526,3,7
2016-08-06T19:49:19.60Z,39.7004234,-74.9807454,995.015,53.24,15.18,-3.46,3.485,4.659,1.47,15.91670,1.06991,3,7
2016-08-06T19:49:19.80Z,39.7005202,-74.9807115,995.731,53.79,14.29,-3.43,3.513,4.678,1.54,14.88174,0.99827,3,7
2016-08-06T19:49:20.00Z,39.7006169,-74.9806798,996.391,53.83,13.53,-3.48,3.537,4.698,1.38,14.11250,0.94884,3,7
2016-08-06T19:49:20.20Z,39.7007141,-74.9806492,997.215,53.98,13.06,-3.61,3.551,4.715,1.20,13.59928,0.94911,3,7
2016-08-06T19:49:20.40Z,39.7008110,-74.9806203,998.051,53.91,12.45,-3.78,3.554,4.730,1.02,13.00498,0.88661,3,7
2016-08-06T19:49:20.60Z,39.7009083,-74.9805931,998.886,54.16,11.57,-3.80,3.553,4.745,0.93,12.05820,0.89225,3,7
2016-08-06T19:49:20.80Z,39.7010054,-74.9805676,999.738,53.94,10.84,-3.97,3.552,4.759,0.92,11.36406,0.88668,3,7
2016-08-06T19:49:21.00Z,39.7011028,-74.9805435,1000.611,54.15,10.17,-4.00,3.551,4.773,0.94,10.63273,0.85022,3,7
