time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2016-08-06T18:57:31.20Z,39.7071303,-75.0341126,624.387,2.24,-13.36,5.30,287.725,248.166,7.31,279.51687,12.83348,3,4
2016-08-06T18:57:31.40Z,39.7070820,-75.0341370,622.818,2.41,-13.08,5.42,135.344,114.012,3.28,280.44023,7.15037,3,4
2016-08-06T18:57:31.60Z,39.7071041,-75.0341739,620.986,2.56,-13.05,5.47,149.163,126.488,2.23,281.10510,5.59822,3,4
2016-08-06T18:57:31.80Z,39.7071113,-75.0341986,620.004,2.19,-13.00,5.55,137.469,116.897,2.14,279.57983,5.73134,3,4
2016-08-06T18:57:32.00Z,39.7071156,-75.0342175,619.798,2.00,-12.74,5.54,128.315,109.283,2.08,278.89978,5.89676,3,4
2016-08-06T18:57:32.20Z,39.7071386,-75.0342660,621.902,1.69,-12.87,5.72,120.885,103.038,2.01,277.45804,5.98193,3,4
2016-08-06T18:57:32.40Z,39.7071605,-75.0343172,622.735,1.69,-12.52,5.83,114.659,97.779,1.95,277.69163,6.09160,3,4
2016-08-06T18:57:32.60Z,39.7071703,-75.0343521,621.653,1.77,-12.39,5.96,109.340,93.270,1.90,278.10785,6.07478,3,4
2016-08-06T18:57:32.80Z,39.7071833,-75.0343938,621.125,1.77,-12.34,6.10,104.972,89.472,1.88,278.16202,6.07960,3,4
2016-08-06T18:57:33.00Z,39.7071890,-75.0344274,620.302,1.94,-12.52,6.03,101.081,86.106,1.91,278.79616,5.90352,3,4
2016-08-06T18:57:33.20Z,39.7071911,-75.0344460,618.791,1.78,-12.22,6.10,97.380,82.789,1.87,278.29628,6.23047,3,4
2016-08-06T18:57:33.40Z,39.7071825,-75.0344350,614.292,1.44,-12.05,6.29,93.864,79.735,1.79,276.80188,6.46736,3,4
2016-08-06T18:57:33.60Z,39.7071763,-75.0344359,610.772,1.38,-12.01,6.32,90.933,77.142,1.81,276.56570,6.77251,3,4
2016-08-06T18:57:33.80Z,39.7071735,-75.0344524,608.612,1.50,-11.99,6.37,88.270,74.799,1.81,277.13760,6.72348,3,4
2016-08-06T18:57:34.00Z,39.7071719,-75.0344725,606.562,1.70,-12.19,6.38,86.042,72.754,1.87,277.94998,6.58058,3,4
2016-08-06T18:57:34.20Z,39.7071681,-75.0344965,604.573,2.30,-12.63,6.42,84.120,71.055,1.93,280.30086,6.11387,3,4
2016-08-06T18:57:34.40Z,39.7071643,-75.0345180,602.445,1.80,-12.47,6.22,82.422,69.526,1.95,278.20615,6.53294,3,4
2016-08-06T18:57:34.60Z,39.7071645,-75.0345500,601.300,2.04,-12.72,6.18,80.837,68.100,2.00,279.09270,6.45799,3,4
2016-08-06T18:57:34.80Z,39.7071640,-75.0345788,599.929,2.08,-12.69,6.04,79.415,66.803,2.01,279.31239,6.46859,3,4
2016-08-06T18:57:35.00Z,39.7071646,-75.0346050,598.302,2.56,-12.71,5.98,78.078,65.588,2.04,281.39499,6.26319,3,4
2016-08-06T18:57:35.20Z,39.7071686,-75.0346375,597.388,2.45,-12.45,5.81,76.874,64.476,2.08,281.14007,6.71809,3,4
2016-08-06T18:57:35.40Z,39.7071784,-75.0346787,597.345,2.29,-12.80,5.96,75.732,63.427,2.08,280.15140,6.67322,3,4
2016-08-06T18:57:35.60Z,39.7071825,-75.0347051,596.029,2.42,-12.67,5.94,74.639,62.432,2.05,280.81646,6.37193,3,4
2016-08-06T18:57:35.80Z,39.7071868,-75.0347321,594.648,2.41,-12.65,6.03,73.599,61.489,2.03,280.76791,6.34938,3,4
2016-08-06T18:57:36.00Z,39.7071921,-75.0347588,593.404,2.92,-12.01,5.77,72.613,60.556,2.20,283.65666,7.93172,3,4
2016-08-06T18:57:36.20Z,39.7071925,-75.0347779,591.211,2.33,-12.20,5.97,71.614,59.644,2.23,280.79522,8.47007,3,4
2016-08-06T18:57:36.40Z,39.7071954,-75.0348107,590.130,1.52,-12.95,6.39,70.593,58.691,2.31,276.67445,8.68308,3,4
2016-08-06T18:57:36.60Z,39.7072038,-75.0348488,589.907,2.32,-12.15,6.21,69.581,57.768,2.27,280.82433,9.33069,3,4
2016-08-06T18:57:36.80Z,39.7072085,-75.0348799,588.865,2.06,-12.70,6.31,68.560,56.860,2.23,279.19448,8.59738,3,4
2016-08-06T18:57:37.00Z,39.7072132,-75.0349060,587.694,2.17,-12.32,6.32,67.608,56.025,2.06,279.97539,7.75838,3,4
2016-08-06T18:57:37.20Z,39.7072177,-75.0349363,586.753,1.97,-12.37,6.30,66.764,55.300,2.00,279.06094,7.31504,3,4
2016-08-06T18:57:37.40Z,39.7072197,-75.0349629,585.280,1.74,-12.61,6.28,65.909,54.578,1.92,277.86965,6.90629,3,4
2016-08-06T18:57:37.60Z,39.7072213,-75.0349897,584.025,1.44,-12.44,6.37,64.991,53.826,1.82,276.61987,6.80635,3,4
