time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),,,
2016-06-18T13:56:52.40Z,39.6895257,-75.0230225,700.925,5.76,55.90,-5.29,552.838,654.903,0.90,3,4
2016-06-18T13:56:52.60Z,39.6896642,-75.0228716,704.605,5.98,55.76,-5.39,277.047,313.972,0.81,3,4
2016-06-18T13:56:53.20Z,39.6905047,-75.0226933,815.421,7.43,55.69,-6.07,84.187,87.093,0.64,3,4
2016-06-18T13:56:53.40Z,39.6905165,-75.0225652,817.605,7.18,55.77,-6.17,67.431,66.458,0.64,3,5
2016-06-18T13:56:53.60Z,39.6905340,-75.0224279,816.800,7.60,55.80,-6.22,58.339,55.984,0.63,3,5
2016-06-18T13:56:53.80Z,39.6905562,-75.0222944,816.748,7.35,55.93,-6.27,52.803,49.960,0.64,3,5
2016-06-18T13:56:54.00Z,39.6905739,-75.0221590,816.332,7.64,55.94,-6.34,48.794,45.792,0.64,3,5
2016-06-18T13:56:54.20Z,39.6905881,-75.0220184,815.080,7.81,55.81,-6.45,45.231,42.497,0.62,3,5
2016-06-18T13:56:54.40Z,39.6905903,-75.0218838,815.124,7.55,55.96,-6.55,42.503,39.838,0.62,3,5
2016-06-18T13:56:54.60Z,39.6905934,-75.0217515,815.146,7.73,55.91,-6.62,40.236,37.638,0.62,3,5
2016-06-18T13:56:54.80Z,39.6906052,-75.0216180,815.541,7.78,56.06,-6.77,38.538,35.875,0.86,3,5
2016-06-18T13:56:55.00Z,39.6906194,-75.0214850,816.078,8.12,56.19,-6.88,37.186,34.441,1.03,3,5
2016-06-18T13:56:55.20Z,39.6906342,-75.0213528,816.554,8.02,56.07,-6.94,36.020,33.238,1.14,3,5
2016-06-18T13:56:55.40Z,39.6906493,-75.0212227,817.032,7.88,55.95,-7.05,34.971,32.126,1.20,3,5
2016-06-18T13:56:55.60Z,39.6906626,-75.0210928,817.281,7.82,55.68,-7.13,34.060,31.149,1.23,3,5
2016-06-18T13:56:55.80Z,39.6906716,-75.0209653,818.056,7.86,55.40,-7.20,33.242,30.259,1.24,3,5
2016-06-18T13:56:56.00Z,39.6906793,-75.0208379,818.960,7.83,55.33,-7.31,32.532,29.503,1.28,3,5
2016-06-18T13:56:56.20Z,39.6906891,-75.0207120,820.073,7.88,55.14,-7.51,31.855,28.785,1.28,3,5
2016-06-18T13:56:56.40Z,39.6906975,-75.0205844,822.106,8.05,55.23,-7.62,31.210,28.056,1.29,3,5
2016-06-18T13:56:56.60Z,39.6907098,-75.0204570,823.608,8.08,55.07,-7.78,30.646,27.442,1.30,3,5
2016-06-18T13:56:56.80Z,39.6907226,-75.0203292,825.150,8.09,54.94,-7.93,30.183,26.942,1.31,3,5
2016-06-18T13:56:57.00Z,39.6907351,-75.0202017,826.876,8.00,54.84,-8.09,29.785,26.499,1.33,3,5
2016-06-18T13:56:57.20Z,39.6907486,-75.0200733,828.982,8.34,54.97,-8.11,29.418,26.099,1.34,3,5
2016-06-18T13:56:57.40Z,39.6907611,-75.0199463,830.975,8.28,54.79,-8.21,29.111,25.759,1.41,3,5
2016-06-18T13:56:57.60Z,39.6907722,-75.0198222,832.870,8.18,54.11,-8.25,28.815,25.437,1.44,3,5
