time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),,,
2016-01-30T22:15:04.20Z,28.2339420,-82.1532537,-205.364,35.74,-3.00,6.74,34.500,54.146,1.37,3,5
2016-01-30T22:15:04.40Z,28.2340287,-82.1532569,-212.305,36.11,-2.95,6.24,25.038,32.381,0.98,3,5
2016-01-30T22:15:04.80Z,28.2341658,-82.1533054,-222.346,36.17,-3.01,5.58,19.975,34.611,0.73,3,5
2016-01-30T22:15:05.00Z,28.2342315,-82.1532942,-207.747,36.43,-2.94,4.70,17.506,32.186,0.71,3,5
2016-01-30T22:15:05.20Z,28.2342842,-82.1531882,-152.699,36.21,-3.02,1.73,17.633,31.749,0.67,3,6
2016-01-30T22:15:05.40Z,28.2343410,-82.1530829,-120.813,36.40,-2.36,0.73,19.601,34.068,0.75,3,6
2016-01-30T22:15:05.60Z,28.2343979,-82.1529515,-78.061,36.46,-1.72,-0.30,21.522,35.439,0.76,3,6
2016-01-30T22:15:05.80Z,28.2344523,-82.1528305,-35.542,36.61,-1.46,-2.37,22.149,34.544,0.75,3,6
2016-01-30T22:15:06.00Z,28.2345098,-82.1527305,-1.110,36.64,-1.66,-2.74,22.297,32.983,0.73,3,6
2016-01-30T22:15:06.20Z,28.2345714,-82.1526487,21.349,36.28,-1.97,-3.06,22.344,31.597,0.74,3,6
2016-01-30T22:15:06.40Z,28.2346285,-82.1526489,29.511,35.92,-1.78,-3.26,22.439,30.615,0.81,3,6
2016-01-30T22:15:06.60Z,28.2346862,-82.1526351,36.059,35.29,-2.98,-3.26,21.794,29.570,0.79,3,8
2016-01-30T22:15:06.80Z,28.2347310,-82.1526415,37.959,35.10,-3.56,-3.23,22.043,29.468,0.97,3,8
2016-01-30T22:15:07.00Z,28.2347900,-82.1526292,44.890,36.11,-3.42,-3.30,21.515,28.515,0.67,3,8
2016-01-30T22:15:07.20Z,28.2348574,-82.1526132,51.838,36.81,-2.55,-3.46,20.506,27.218,0.65,3,8
2016-01-30T22:15:07.40Z,28.2349187,-82.1526019,56.455,36.54,-2.23,-3.62,19.804,26.473,0.64,3,8
2016-01-30T22:15:07.60Z,28.2349784,-82.1525558,63.719,36.36,-1.40,-3.89,19.023,25.715,0.63,3,8
2016-01-30T22:15:07.80Z,28.2350362,-82.1525258,70.513,36.30,-0.76,-4.09,18.185,24.752,0.60,3,8
2016-01-30T22:15:08.00Z,28.2350958,-82.1525102,76.320,36.18,-0.85,-4.29,17.358,23.629,0.60,3,8
2016-01-30T22:15:08.20Z,28.2351601,-82.1525003,81.283,36.60,-1.45,-4.25,16.587,22.574,0.55,3,8
2016-01-30T22:15:08.40Z,28.2352289,-82.1524813,84.854,36.92,-1.16,-4.41,16.100,21.892,0.76,3,9
2016-01-30T22:15:08.60Z,28.2353039,-82.1524693,88.213,37.30,-1.33,-4.46,15.676,21.380,0.74,3,9
2016-01-30T22:15:08.80Z,28.2353862,-82.1524670,91.517,37.58,-1.90,-4.60,15.235,20.950,0.70,3,9
2016-01-30T22:15:09.00Z,28.2354610,-82.1524655,93.929,37.67,-3.18,-4.21,14.883,20.522,0.46,3,9
2016-01-30T22:15:09.20Z,28.2355347,-82.1524456,94.572,37.90,-3.31,-3.96,14.739,20.575,0.50,3,9
2016-01-30T22:15:09.40Z,28.2356140,-82.1524595,95.149,38.60,-3.34,-4.02,14.358,20.194,0.62,3,9
2016-01-30T22:15:09.60Z,28.2356913,-82.1524806,94.362,38.35,-3.36,-4.05,14.190,20.103,0.61,3,9
2016-01-30T22:15:09.80Z,28.2357658,-82.1525031,92.756,38.36,-3.38,-4.11,14.524,20.753,0.58,3,8
2016-01-30T22:15:10.00Z,28.2358433,-82.1525434,89.816,38.24,-3.22,-3.95,14.701,21.209,0.62,3,8
2016-01-30T22:15:10.20Z,28.2359091,-82.1525874,83.261,36.91,-4.11,-3.09,15.456,22.502,0.53,3,8
2016-01-30T22:15:10.40Z,28.2359765,-82.1526169,80.483,37.28,-2.98,-3.04,15.341,22.478,0.62,3,8
2016-01-30T22:15:10.60Z,28.2360457,-82.1526342,79.229,37.17,-3.34,-3.14,15.071,22.250,0.60,3,8
2016-01-30T22:15:10.80Z,28.2361104,-82.1526358,78.078,37.08,-3.39,-3.17,15.009,22.341,0.57,3,8
2016-01-30T22:15:11.00Z,28.2361729,-82.1526435,77.661,37.22,-3.17,-3.21,14.481,21.603,0.56,3,9
2016-01-30T22:15:11.20Z,28.2362329,-82.1526529,77.413,36.72,-2.45,-3.34,13.961,20.857,0.56,3,9
2016-01-30T22:15:11.40Z,28.2362942,-82.1526612,77.257,36.88,-2.14,-3.46,13.528,20.235,0.65,3,9
2016-01-30T22:15:11.60Z,28.2363546,-82.1526392,76.799,36.59,-0.16,-3.61,13.651,20.540,0.62,3,9
2016-01-30T22:15:11.80Z,28.2364153,-82.1526375,76.652,36.59,-1.16,-3.82,13.436,20.275,0.57,3,9
2016-01-30T22:15:12.00Z,28.2364774,-82.1526472,76.539,37.09,-2.74,-3.71,13.085,19.773,0.50,3,9
2016-01-30T22:15:12.20Z,28.2365396,-82.1526563,76.168,37.16,-3.19,-3.52,12.803,19.376,0.49,3,9
2016-01-30T22:15:12.40Z,28.2366025,-82.1526445,79.829,37.27,-1.49,-3.33,13.082,19.679,0.57,3,9
2016-01-30T22:15:12.60Z,28.2366656,-82.1526454,83.348,37.19,-3.08,-3.34,13.100,19.568,0.56,3,9
2016-01-30T22:15:12.80Z,28.2367296,-82.1526488,86.438,37.18,-3.44,-3.30,13.090,19.431,0.56,3,9
2016-01-30T22:15:13.00Z,28.2367971,-82.1526391,87.711,37.26,-3.22,-3.28,13.691,20.345,0.53,3,9
2016-01-30T22:15:13.20Z,28.2368658,-82.1526449,89.395,37.50,-2.27,-3.08,13.713,20.331,0.59,3,9
2016-01-30T22:15:13.40Z,28.2369322,-82.1526516,90.366,37.28,-3.28,-3.12,13.580,20.124,0.58,3,9
2016-01-30T22:15:13.60Z,28.2369980,-82.1526494,91.296,37.32,-3.46,-3.21,13.648,20.249,0.58,3,9
2016-01-30T22:15:13.80Z,28.2370588,-82.1526484,92.953,36.73,-2.67,-3.48,13.414,19.837,0.64,3,9
2016-01-30T22:15:14.00Z,28.2371202,-82.1526468,94.415,36.64,-2.75,-3.72,13.055,19.274,0.64,3,9
2016-01-30T22:15:14.20Z,28.2371824,-82.1526486,96.163,36.60,-2.57,-3.95,12.569,18.510,0.63,3,9
2016-01-30T22:15:14.40Z,28.2372447,-82.1526506,98.042,36.57,-2.66,-4.12,12.119,17.796,0.73,3,9
2016-01-30T22:15:14.60Z,28.2373074,-82.1526502,99.929,36.63,-2.32,-4.36,11.691,17.111,0.92,3,9
2016-01-30T22:15:14.80Z,28.2373711,-82.1526529,101.941,36.77,-3.02,-4.46,11.323,16.509,0.89,3,9
2016-01-30T22:15:15.00Z,28.2374340,-82.1526556,104.094,36.45,-3.17,-4.57,10.933,15.866,0.65,3,9
2016-01-30T22:15:15.20Z,28.2374952,-82.1526536,106.483,36.21,-2.24,-4.81,10.557,15.222,0.64,3,9
2016-01-30T22:15:15.40Z,28.2375590,-82.1526574,108.716,36.45,-3.12,-4.78,10.168,14.577,0.59,3,9
2016-01-30T22:15:15.60Z,28.2376239,-82.1526627,110.582,36.36,-3.25,-4.74,9.828,14.042,0.52,3,9
2016-01-30T22:15:15.80Z,28.2376890,-82.1526681,112.206,36.35,-3.48,-4.68,9.546,13.584,0.57,3,9
2016-01-30T22:15:16.00Z,28.2377544,-82.1526770,113.608,36.61,-4.12,-4.54,9.347,13.275,0.54,3,9
2016-01-30T22:15:16.20Z,28.2378207,-82.1526880,115.123,36.83,-4.93,-4.36,9.290,13.167,0.50,3,9
2016-01-30T22:15:16.40Z,28.2378832,-82.1526974,116.539,36.80,-4.89,-4.29,9.270,13.135,0.41,3,9
2016-01-30T22:15:16.60Z,28.2379461,-82.1527076,118.026,36.93,-5.07,-4.26,9.343,13.232,0.43,3,9
2016-01-30T22:15:16.80Z,28.2380094,-82.1527193,119.663,36.87,-5.30,-4.22,9.421,13.318,0.42,3,9
2016-01-30T22:15:17.00Z,28.2380753,-82.1527351,121.237,36.78,-5.81,-4.09,9.423,13.327,0.31,3,9
2016-01-30T22:15:17.20Z,28.2381419,-82.1527520,122.684,36.78,-5.95,-4.05,9.416,13.312,0.26,3,9
2016-01-30T22:15:17.40Z,28.2382128,-82.1527784,122.948,36.82,-6.23,-3.96,9.503,13.468,0.25,3,9
2016-01-30T22:15:17.60Z,28.2382832,-82.1528047,123.310,36.79,-6.36,-3.91,9.520,13.523,0.25,3,9
2016-01-30T22:15:17.80Z,28.2383528,-82.1528308,123.663,36.73,-6.39,-3.88,9.477,13.493,0.29,3,9
2016-01-30T22:15:18.00Z,28.2384229,-82.1528575,124.041,36.70,-6.72,-3.86,9.393,13.398,0.29,3,9
2016-01-30T22:15:18.20Z,28.2384926,-82.1528834,124.401,36.59,-6.53,-3.88,9.333,13.327,0.31,3,9
2016-01-30T22:15:18.40Z,28.2385622,-82.1529089,124.828,36.66,-6.84,-3.83,9.262,13.239,0.32,3,9
2016-01-30T22:15:18.60Z,28.2386316,-82.1529343,125.092,36.67,-6.88,-3.80,9.107,13.034,0.32,3,9
2016-01-30T22:15:18.80Z,28.2387009,-82.1529601,125.390,36.61,-7.12,-3.72,8.960,12.850,0.25,3,9
2016-01-30T22:15:19.00Z,28.2387696,-82.1529847,125.885,36.51,-7.12,-3.80,8.818,12.669,0.26,3,9
2016-01-30T22:15:19.20Z,28.2388380,-82.1530096,126.272,36.54,-7.33,-3.78,8.681,12.493,0.30,3,9
2016-01-30T22:15:19.40Z,28.2389074,-82.1530374,126.417,36.45,-7.38,-3.77,8.589,12.392,0.30,3,9
2016-01-30T22:15:19.60Z,28.2389759,-82.1530649,126.587,36.42,-7.46,-3.74,8.500,12.294,0.30,3,9
2016-01-30T22:15:19.80Z,28.2390442,-82.1530933,126.511,36.41,-7.66,-3.71,8.375,12.148,0.30,3,9
2016-01-30T22:15:20.00Z,28.2391127,-82.1531207,126.480,36.37,-7.62,-3.68,8.259,12.011,0.30,3,9
2016-01-30T22:15:20.20Z,28.2391788,-82.1531430,126.953,36.18,-7.55,-3.73,8.020,11.695,0.41,3,9
2016-01-30T22:15:20.40Z,28.2392441,-82.1531632,127.654,36.27,-7.80,-3.69,7.778,11.352,0.42,3,9
2016-01-30T22:15:20.60Z,28.2393104,-82.1531863,128.245,36.27,-7.91,-3.79,7.583,11.078,0.41,3,9
2016-01-30T22:15:20.80Z,28.2393769,-82.1532105,128.592,36.30,-8.08,-3.75,7.391,10.821,0.35,3,9
2016-01-30T22:15:21.00Z,28.2394438,-82.1532353,128.901,36.22,-8.14,-3.80,7.248,10.654,0.26,3,9
2016-01-30T22:15:21.20Z,28.2395120,-82.1532642,128.862,36.19,-8.29,-3.75,7.227,10.674,0.25,3,9
2016-01-30T22:15:21.40Z,28.2395810,-82.1532946,128.703,36.16,-8.38,-3.73,7.219,10.717,0.25,3,9
2016-01-30T22:15:21.60Z,28.2396486,-82.1533226,128.865,36.12,-8.55,-3.77,7.202,10.732,0.26,3,9
2016-01-30T22:15:21.80Z,28.2397182,-82.1533491,129.231,36.22,-8.62,-3.67,7.183,10.737,0.30,3,9
2016-01-30T22:15:22.00Z,28.2397885,-82.1533747,129.844,36.26,-8.76,-3.64,7.152,10.722,0.30,3,9
2016-01-30T22:15:22.20Z,28.2398607,-82.1533998,130.562,36.44,-8.82,-3.55,7.140,10.740,0.29,3,9
2016-01-30T22:15:22.40Z,28.2399323,-82.1534246,131.443,36.36,-8.93,-3.57,7.058,10.651,0.29,3,9
2016-01-30T22:15:22.60Z,28.2400016,-82.1534477,132.317,36.28,-8.94,-3.54,6.976,10.539,0.30,3,9
2016-01-30T22:15:22.80Z,28.2400707,-82.1534707,133.107,36.29,-9.05,-3.52,6.929,10.480,0.30,3,9
2016-01-30T22:15:23.00Z,28.2401394,-82.1534941,133.915,36.19,-9.11,-3.48,6.873,10.406,0.30,3,9
2016-01-30T22:15:23.20Z,28.2402079,-82.1535176,134.705,36.12,-9.29,-3.51,6.844,10.372,0.30,3,9
