time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),,,
2015-04-22T12:27:52.80Z,35.0170909,-79.1937414,105.684,11.21,1.59,-4.12,422.705,92.946,22.45,3,4
2015-04-22T12:27:53.00Z,35.0171652,-79.1937420,104.313,8.32,1.06,-2.38,301.962,96.826,15.09,3,4
2015-04-22T12:27:53.20Z,35.0171747,-79.1937505,104.723,4.13,0.65,-0.70,282.283,77.605,10.94,3,4
2015-04-22T12:27:53.40Z,35.0166945,-79.1938143,96.546,0.11,0.23,0.11,112.836,47.861,1.86,3,5
2015-04-22T12:27:53.60Z,35.0166081,-79.1938193,91.042,-0.24,0.08,0.00,73.452,36.409,2.94,3,7
2015-04-22T12:27:53.80Z,35.0166073,-79.1938221,88.074,-0.36,-0.53,0.54,60.327,31.006,1.30,3,7
2015-04-22T12:27:54.00Z,35.0166080,-79.1938233,87.848,-0.86,-0.38,0.23,52.741,27.425,1.96,3,7
2015-04-22T12:27:54.20Z,35.0166150,-79.1938254,88.816,-0.72,-0.15,0.09,48.144,25.052,1.73,3,7
2015-04-22T12:27:54.40Z,35.0165813,-79.1938222,88.765,-0.87,-0.09,0.05,37.014,23.032,1.38,3,8
2015-04-22T12:27:54.60Z,35.0165692,-79.1938181,88.173,-0.65,0.13,0.13,31.421,21.511,1.22,3,8
2015-04-22T12:27:54.80Z,35.0165544,-79.1938155,87.629,-0.40,0.34,0.23,27.879,20.300,1.09,3,8
2015-04-22T12:27:55.00Z,35.0165608,-79.1938195,88.187,-0.41,-0.02,0.27,24.739,19.152,1.19,3,9
2015-04-22T12:27:55.20Z,35.0165613,-79.1938235,88.835,-0.85,-0.13,0.33,22.568,17.868,1.23,3,9
2015-04-22T12:27:55.40Z,35.0165601,-79.1938238,89.092,-1.01,0.13,0.34,20.906,16.883,1.26,3,9
2015-04-22T12:27:55.60Z,35.0165607,-79.1938260,89.556,-0.80,0.01,0.30,19.517,16.085,1.21,3,9
2015-04-22T12:27:55.80Z,35.0165608,-79.1938259,89.403,-0.81,-0.12,0.44,18.452,15.410,1.15,3,9
2015-04-22T12:27:56.00Z,35.0165591,-79.1938273,89.789,-0.66,-0.27,0.49,17.499,14.817,0.96,3,9
2015-04-22T12:27:56.20Z,35.0165596,-79.1938283,90.232,-0.72,-0.30,0.49,16.676,14.152,0.93,3,9
2015-04-22T12:27:56.40Z,35.0165606,-79.1938299,90.703,-0.59,-0.36,0.53,15.895,13.616,0.82,3,9
2015-04-22T12:27:56.60Z,35.0165622,-79.1938280,90.681,-0.48,-0.15,0.67,15.160,13.173,0.69,3,9
2015-04-22T12:27:56.80Z,35.0165611,-79.1938268,90.662,-0.57,-0.18,0.60,14.507,12.769,0.70,3,9
2015-04-22T12:27:57.00Z,35.0165591,-79.1938264,90.229,-0.43,-0.13,0.62,13.924,12.401,0.68,3,9
2015-04-22T12:27:57.20Z,35.0165586,-79.1938259,89.905,-0.62,0.14,0.68,13.399,12.082,0.67,3,9
2015-04-22T12:27:57.40Z,35.0165575,-79.1938248,89.734,-0.50,0.17,0.61,12.914,11.792,0.63,3,9
2015-04-22T12:27:57.60Z,35.0165591,-79.1938246,89.504,-0.28,0.14,0.65,12.459,11.519,0.57,3,9
2015-04-22T12:27:57.80Z,35.0165570,-79.1938238,89.403,-0.34,0.17,0.64,12.054,11.265,0.57,3,9
2015-04-22T12:27:58.00Z,35.0165563,-79.1938229,89.425,-0.24,-0.03,0.53,11.667,11.023,0.60,3,9
2015-04-22T12:27:58.20Z,35.0165546,-79.1938211,89.390,-0.44,-0.01,0.40,11.260,10.758,0.65,3,9
2015-04-22T12:27:58.40Z,35.0165545,-79.1938205,89.512,-0.21,0.00,0.28,10.873,10.492,0.58,3,9
2015-04-22T12:27:58.60Z,35.0165528,-79.1938200,89.664,-0.33,-0.08,0.15,10.549,10.286,0.69,3,9
2015-04-22T12:27:58.80Z,35.0165528,-79.1938184,89.722,-0.07,0.14,0.15,10.269,10.127,0.57,3,9
2015-04-22T12:27:59.00Z,35.0165548,-79.1938170,89.850,0.65,-0.01,0.10,10.049,9.987,0.96,3,9
2015-04-22T12:27:59.20Z,35.0165537,-79.1938151,89.932,-0.04,0.31,0.14,9.862,9.857,0.67,3,9
2015-04-22T12:27:59.40Z,35.0165529,-79.1938147,90.000,-0.18,-0.09,0.09,9.705,9.742,1.04,3,9
2015-04-22T12:27:59.60Z,35.0165530,-79.1938138,89.976,-0.07,-0.17,0.05,9.546,9.636,0.61,3,9
2015-04-22T12:27:59.80Z,35.0165516,-79.1938141,90.076,-0.30,-0.48,-0.02,9.391,9.527,0.61,3,9
2015-04-22T12:28:00.00Z,35.0165520,-79.1938132,90.110,-0.11,-0.09,-0.01,9.241,9.405,0.80,3,9
2015-04-22T12:28:00.20Z,35.0165514,-79.1938129,90.158,-0.49,-0.28,0.04,9.098,9.286,0.87,3,9
2015-04-22T12:28:00.40Z,35.0165507,-79.1938124,90.120,-0.66,-0.19,0.08,8.962,9.181,1.00,3,9
2015-04-22T12:28:00.60Z,35.0165508,-79.1938118,90.129,-0.55,-0.03,0.15,8.835,9.071,1.07,3,9
2015-04-22T12:28:00.80Z,35.0165516,-79.1938123,90.343,-0.44,-0.26,0.15,8.714,8.937,0.83,3,9
2015-04-22T12:28:01.00Z,35.0165513,-79.1938119,90.193,-0.54,-0.10,0.24,8.603,8.813,1.01,3,9
2015-04-22T12:28:01.20Z,35.0165497,-79.1938108,90.363,-0.69,0.21,0.13,8.407,8.704,1.10,3,9
2015-04-22T12:28:01.40Z,35.0165514,-79.1938108,90.399,-0.17,-0.04,0.14,8.220,8.588,0.71,3,9
2015-04-22T12:28:01.60Z,35.0165513,-79.1938107,90.458,-0.21,-0.09,0.08,8.055,8.475,0.74,3,9
2015-04-22T12:28:01.80Z,35.0165515,-79.1938106,90.427,-0.24,0.08,0.12,7.957,8.365,0.78,3,9
2015-04-22T12:28:02.00Z,35.0165523,-79.1938105,90.381,-0.12,0.17,0.19,7.869,8.261,0.54,3,9
2015-04-22T12:28:02.20Z,35.0165535,-79.1938109,90.299,0.28,0.06,0.20,7.775,8.106,0.81,3,9
2015-04-22T12:28:02.40Z,35.0165547,-79.1938097,90.218,0.34,0.17,0.13,7.679,7.936,0.78,3,9
2015-04-22T12:28:02.60Z,35.0165558,-79.1938092,90.299,0.46,0.28,0.08,7.587,7.771,0.76,3,9
2015-04-22T12:28:02.80Z,35.0165549,-79.1938096,90.346,0.26,0.26,0.10,7.510,7.670,0.63,3,9
2015-04-22T12:28:03.00Z,35.0165579,-79.1938087,90.373,0.89,0.40,0.07,7.427,7.573,0.81,3,10
2015-04-22T12:28:03.20Z,35.0165594,-79.1938080,90.352,0.80,0.33,0.09,7.346,7.486,0.83,3,10
2015-04-22T12:28:03.40Z,35.0165613,-79.1938072,90.330,1.00,0.50,0.11,7.272,7.404,0.80,3,10
2015-04-22T12:28:03.60Z,35.0165624,-79.1938063,90.384,0.89,0.49,0.04,7.196,7.328,0.77,3,10
2015-04-22T12:28:03.80Z,35.0165641,-79.1938048,90.303,1.07,0.68,0.08,7.119,7.254,0.73,3,10
2015-04-22T12:28:04.00Z,35.0165663,-79.1938030,90.136,1.06,0.65,0.16,7.043,7.185,0.73,3,10
2015-04-22T12:28:04.20Z,35.0165662,-79.1937998,90.009,0.86,1.07,0.11,6.958,7.110,0.71,3,10
2015-04-22T12:28:04.40Z,35.0165681,-79.1937978,89.993,0.94,1.11,0.11,6.871,7.042,0.93,3,10
2015-04-22T12:28:04.60Z,35.0165707,-79.1937951,89.975,1.19,1.15,0.11,6.796,6.976,0.95,3,10
2015-04-22T12:28:04.80Z,35.0165736,-79.1937925,89.876,1.48,1.08,0.16,6.693,6.889,0.95,3,10
