time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),,,
2015-04-22T15:17:18.80Z,35.0167648,-79.1942044,95.840,-1.73,2.08,0.56,64.101,59.077,3.14,3,4
2015-04-22T15:17:19.00Z,35.0167481,-79.1941455,96.724,-2.02,2.67,0.11,55.172,45.445,2.95,3,4
2015-04-22T15:17:19.20Z,35.0166630,-79.1939883,99.782,-2.08,2.88,-0.20,46.569,40.932,1.82,3,4
2015-04-22T15:17:19.40Z,35.0166629,-79.1940114,98.976,-2.00,2.86,-0.40,31.183,27.154,1.18,3,6
2015-04-22T15:17:19.60Z,35.0166868,-79.1940189,93.486,-1.80,2.50,-0.63,26.392,22.337,0.99,3,6
2015-04-22T15:17:19.80Z,35.0167045,-79.1940555,93.289,-1.04,1.32,-0.77,23.033,19.157,0.56,3,6
2015-04-22T15:17:20.00Z,35.0167165,-79.1940771,91.782,-1.13,0.66,-0.41,20.306,16.736,0.44,3,7
2015-04-22T15:17:20.20Z,35.0167223,-79.1940932,91.899,-0.88,0.64,-0.24,18.833,14.906,0.45,3,6
2015-04-22T15:17:20.40Z,35.0167197,-79.1940918,92.329,-0.54,0.20,-0.12,16.932,13.181,0.35,3,7
2015-04-22T15:17:20.60Z,35.0167207,-79.1940936,91.020,-0.65,-0.15,0.00,15.494,11.984,0.17,3,7
2015-04-22T15:17:20.80Z,35.0167197,-79.1940902,90.295,-1.09,0.40,-0.15,13.866,10.916,0.34,3,8
2015-04-22T15:17:21.00Z,35.0167152,-79.1940904,91.197,-0.61,0.04,-0.06,12.677,10.137,0.23,3,8
2015-04-22T15:17:21.20Z,35.0167152,-79.1940935,91.080,-0.80,0.23,0.09,11.758,9.470,0.28,3,8
2015-04-22T15:17:21.40Z,35.0167149,-79.1940889,90.762,-0.41,0.40,0.10,11.199,9.009,0.48,3,8
2015-04-22T15:17:21.60Z,35.0167151,-79.1940821,90.119,-0.42,0.16,0.09,10.664,8.558,0.37,3,8
2015-04-22T15:17:21.80Z,35.0167151,-79.1940780,89.412,-0.39,-0.02,0.13,10.195,8.202,0.25,3,8
2015-04-22T15:17:22.00Z,35.0167141,-79.1940757,89.062,-1.10,0.03,0.02,9.773,7.891,0.25,3,8
2015-04-22T15:17:22.20Z,35.0167112,-79.1940737,89.110,-0.95,-0.05,0.04,9.360,7.589,0.20,3,8
2015-04-22T15:17:22.40Z,35.0167006,-79.1940464,90.285,-0.52,-0.22,0.16,8.854,7.338,0.18,3,9
2015-04-22T15:17:22.60Z,35.0166949,-79.1940320,90.927,-0.84,-0.18,0.10,8.467,7.068,0.18,3,9
2015-04-22T15:17:22.80Z,35.0166923,-79.1940197,90.859,-0.46,-0.05,0.13,8.154,6.850,0.21,3,9
2015-04-22T15:17:23.00Z,35.0166903,-79.1940109,90.997,-0.37,-0.21,0.11,7.867,6.649,0.19,3,9
2015-04-22T15:17:23.20Z,35.0166890,-79.1940059,91.045,-0.32,-0.31,0.15,7.534,6.483,0.25,3,9
2015-04-22T15:17:23.40Z,35.0166869,-79.1940007,91.103,-0.94,-0.29,0.01,7.244,6.330,0.17,3,9
2015-04-22T15:17:23.60Z,35.0166851,-79.1939990,91.033,-1.18,0.24,-0.05,6.936,6.128,0.21,3,9
2015-04-22T15:17:23.80Z,35.0166839,-79.1940006,91.133,-0.69,-0.07,0.11,6.642,5.953,0.17,3,9
2015-04-22T15:17:24.00Z,35.0166842,-79.1940046,91.028,-0.97,0.21,0.07,6.436,5.814,0.21,3,9
2015-04-22T15:17:24.20Z,35.0166845,-79.1940079,90.700,-0.47,0.14,0.09,6.266,5.667,0.22,3,9
2015-04-22T15:17:24.40Z,35.0166851,-79.1940120,90.463,-0.47,0.00,0.16,6.082,5.550,0.22,3,9
2015-04-22T15:17:24.60Z,35.0166843,-79.1940154,90.170,-1.31,0.14,0.12,5.913,5.449,0.23,3,9
2015-04-22T15:17:24.80Z,35.0166835,-79.1940204,90.362,-1.16,0.07,-0.23,5.740,5.329,0.20,3,9
2015-04-22T15:17:25.00Z,35.0166831,-79.1940233,90.144,-0.61,-0.12,0.17,5.585,5.233,0.17,3,9
