time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),,,
2015-09-14T14:03:46.72Z,35.0246281,-79.1866246,66.494,41.00,23.82,-7.18,324.934,469.171,1.36,3,5
2015-09-14T14:03:47.28Z,35.0247502,-79.1871241,220.006,40.03,23.44,-8.19,58.574,74.804,3.41,3,6
2015-09-14T14:03:47.56Z,35.0248524,-79.1870560,224.370,40.67,23.69,-8.33,32.943,30.240,2.21,3,7
2015-09-14T14:03:47.80Z,35.0249413,-79.1870057,225.993,40.71,23.86,-7.99,29.908,26.743,1.48,3,7
2015-09-14T14:03:48.00Z,35.0250110,-79.1869478,224.842,41.16,23.71,-8.36,23.365,22.949,0.99,3,8
2015-09-14T14:03:48.20Z,35.0250888,-79.1868961,226.534,41.25,23.54,-8.57,20.046,21.309,0.58,3,8
2015-09-14T14:03:48.40Z,35.0251666,-79.1868398,227.523,40.90,23.34,-8.63,18.744,20.083,0.59,3,8
2015-09-14T14:03:48.60Z,35.0252414,-79.1867860,228.791,41.47,22.75,-8.75,16.466,17.676,0.65,3,9
2015-09-14T14:03:48.80Z,35.0253113,-79.1867333,229.349,41.42,22.46,-8.82,15.254,16.142,0.71,3,9
2015-09-14T14:03:49.00Z,35.0253861,-79.1866837,231.082,41.62,22.29,-8.77,14.173,15.475,0.67,3,10
2015-09-14T14:03:49.20Z,35.0254615,-79.1866330,232.468,41.86,21.83,-8.75,13.266,14.887,0.65,3,10
2015-09-14T14:03:49.40Z,35.0255373,-79.1865847,233.781,42.07,21.47,-8.60,12.513,14.358,0.62,3,10
2015-09-14T14:03:49.60Z,35.0256127,-79.1865388,235.279,42.04,21.56,-8.60,11.893,13.935,0.63,3,10
2015-09-14T14:03:49.80Z,35.0256879,-79.1864947,237.098,41.99,21.59,-8.68,11.326,13.551,0.63,3,10
2015-09-14T14:03:50.00Z,35.0257705,-79.1864539,239.942,42.16,21.33,-8.76,10.831,13.095,0.74,3,11
2015-09-14T14:03:50.20Z,35.0258503,-79.1864108,242.163,42.43,20.96,-8.63,10.028,12.303,0.64,3,11
2015-09-14T14:03:50.40Z,35.0259328,-79.1863672,244.397,42.77,20.74,-8.57,9.402,11.660,0.55,3,11
2015-09-14T14:03:50.60Z,35.0260156,-79.1863255,246.117,43.15,19.78,-8.16,8.783,11.094,0.46,3,11
2015-09-14T14:03:50.80Z,35.0260990,-79.1862847,247.821,43.29,19.24,-7.91,8.221,10.627,0.45,3,11
2015-09-14T14:03:51.00Z,35.0261787,-79.1862436,249.271,43.83,18.88,-7.65,7.758,10.240,0.45,3,11
2015-09-14T14:03:51.20Z,35.0262600,-79.1862052,250.512,44.17,18.18,-7.21,7.379,9.863,0.48,3,11
2015-09-14T14:03:51.40Z,35.0263431,-79.1861672,251.808,44.51,17.75,-6.96,7.011,9.524,0.46,3,11
