time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),,,
2015-10-09T20:11:10.60Z,35.0315866,-79.1884408,1871.209,-54.84,-38.10,4.33,237.355,200.641,9.42,3,4
2015-10-09T20:11:10.80Z,35.0314914,-79.1885369,1871.111,-54.15,-32.76,2.08,84.848,87.140,3.59,3,5
2015-10-09T20:11:11.20Z,35.0313000,-79.1886771,1869.668,-54.22,-30.21,-1.65,63.784,74.159,2.53,3,6
2015-10-09T20:11:11.40Z,35.0312008,-79.1887597,1869.417,-53.61,-30.38,-1.86,55.698,65.866,2.42,3,6
2015-10-09T20:11:11.60Z,35.0310939,-79.1888374,1869.286,-53.07,-30.86,-1.32,50.209,59.871,2.38,3,6
2015-10-09T20:11:11.80Z,35.0309895,-79.1889107,1870.062,-52.47,-31.04,-1.09,46.153,55.312,2.20,3,6
2015-10-09T20:11:12.00Z,35.0308912,-79.1889795,1870.623,-51.90,-30.82,-0.87,43.077,51.857,2.12,3,6
2015-10-09T20:11:12.20Z,35.0307991,-79.1890512,1870.391,-51.37,-31.48,-0.56,40.678,49.181,2.07,3,6
2015-10-09T20:11:12.40Z,35.0307041,-79.1891201,1870.539,-51.08,-31.58,-0.27,38.643,46.894,2.04,3,6
2015-10-09T20:11:12.60Z,35.0306093,-79.1891861,1870.789,-51.00,-31.53,-0.02,36.890,44.747,2.03,3,6
2015-10-09T20:11:12.80Z,35.0305130,-79.1892526,1871.606,-50.93,-31.64,-0.13,35.452,42.787,2.12,3,6
2015-10-09T20:11:13.00Z,35.0304186,-79.1893202,1872.131,-50.34,-31.50,-0.15,34.069,40.971,2.15,3,6
2015-10-09T20:11:13.20Z,35.0303183,-79.1893895,1872.692,-50.64,-31.77,-0.31,32.782,39.281,2.09,3,6
2015-10-09T20:11:13.40Z,35.0302244,-79.1894585,1872.828,-50.31,-32.02,-0.30,31.645,37.769,2.08,3,6
2015-10-09T20:11:13.60Z,35.0301270,-79.1895285,1873.358,-50.39,-32.29,-0.37,30.554,36.216,2.05,3,6
2015-10-09T20:11:13.80Z,35.0300293,-79.1895996,1873.877,-50.33,-32.59,-0.33,29.471,34.642,2.03,3,6
2015-10-09T20:11:14.00Z,35.0299302,-79.1896719,1874.878,-50.59,-33.03,-0.44,28.537,33.251,2.05,3,6
2015-10-09T20:11:14.20Z,35.0298303,-79.1897471,1875.672,-50.86,-33.97,-0.34,27.716,32.133,2.03,3,6
2015-10-09T20:11:14.40Z,35.0297374,-79.1898185,1876.186,-50.32,-33.88,-0.16,26.963,31.089,2.02,3,6
2015-10-09T20:11:14.60Z,35.0296401,-79.1898901,1876.707,-50.91,-33.32,-0.37,26.294,30.155,2.04,3,6
2015-10-09T20:11:14.80Z,35.0295443,-79.1899635,1876.584,-51.22,-33.21,-0.22,25.666,29.342,2.03,3,6
2015-10-09T20:11:15.00Z,35.0294457,-79.1900358,1877.052,-51.73,-33.17,-0.26,25.029,28.513,2.01,3,6
2015-10-09T20:11:15.20Z,35.0293515,-79.1901085,1877.410,-51.49,-33.32,-0.18,24.398,27.720,1.98,3,6
2015-10-09T20:11:15.40Z,35.0292513,-79.1901825,1877.700,-51.42,-33.11,-0.17,23.129,27.014,1.67,3,7
2015-10-09T20:11:15.60Z,35.0291538,-79.1902551,1878.357,-51.50,-33.09,-0.33,22.072,26.327,1.57,3,7
2015-10-09T20:11:15.80Z,35.0290582,-79.1903272,1878.733,-51.47,-32.97,-0.35,21.239,25.783,1.54,3,7
2015-10-09T20:11:16.00Z,35.0289628,-79.1904011,1879.274,-51.30,-33.40,-0.41,20.541,25.214,1.54,3,7
2015-10-09T20:11:16.20Z,35.0288660,-79.1904736,1880.059,-51.39,-33.34,-0.44,19.905,24.379,1.56,3,7
2015-10-09T20:11:16.40Z,35.0287709,-79.1905453,1880.622,-51.31,-33.30,-0.45,19.401,23.954,1.67,3,7
2015-10-09T20:11:16.60Z,35.0286791,-79.1906161,1881.271,-50.92,-33.37,-0.50,18.944,23.549,1.73,3,7
2015-10-09T20:11:16.80Z,35.0285894,-79.1906853,1881.980,-50.31,-33.16,-0.57,18.520,23.159,1.75,3,7
2015-10-09T20:11:17.00Z,35.0285014,-79.1907547,1882.536,-49.55,-33.13,-0.53,18.126,22.805,1.75,3,7
2015-10-09T20:11:17.20Z,35.0284135,-79.1908234,1882.906,-49.24,-32.91,-0.42,17.784,22.465,1.76,3,7
2015-10-09T20:11:17.40Z,35.0283209,-79.1908990,1882.590,-49.48,-33.32,-0.25,17.275,21.754,1.62,3,8
2015-10-09T20:11:17.60Z,35.0282306,-79.1909746,1882.400,-49.50,-33.72,-0.12,16.828,21.130,1.55,3,8
2015-10-09T20:11:17.80Z,35.0281416,-79.1910502,1882.306,-49.43,-33.96,-0.07,16.429,20.582,1.54,3,8
2015-10-09T20:11:18.00Z,35.0280521,-79.1911262,1882.009,-49.47,-34.05,0.10,16.060,20.073,1.52,3,8
2015-10-09T20:11:18.20Z,35.0279612,-79.1912012,1881.900,-49.57,-34.04,0.27,15.732,19.621,1.54,3,8
2015-10-09T20:11:18.40Z,35.0278718,-79.1912758,1882.224,-49.20,-34.10,0.22,15.402,19.219,1.47,3,8
2015-10-09T20:11:18.60Z,35.0277792,-79.1913510,1882.738,-49.40,-34.21,0.08,15.104,18.851,1.45,3,8
2015-10-09T20:11:18.80Z,35.0276891,-79.1914250,1883.093,-49.20,-33.94,-0.03,14.828,18.506,1.45,3,8
2015-10-09T20:11:19.00Z,35.0275985,-79.1914972,1883.458,-49.25,-33.43,-0.07,14.582,18.183,1.49,3,8
2015-10-09T20:11:19.20Z,35.0275081,-79.1915689,1884.151,-49.37,-33.22,-0.18,14.394,18.005,1.50,3,7
2015-10-09T20:11:19.40Z,35.0274166,-79.1916414,1884.999,-49.54,-33.29,-0.30,14.212,17.816,1.50,3,7
2015-10-09T20:11:19.60Z,35.0273245,-79.1917142,1885.774,-49.74,-33.37,-0.32,14.040,17.638,1.49,3,7
2015-10-09T20:11:19.80Z,35.0272311,-79.1917885,1886.377,-50.18,-33.73,-0.29,13.872,17.460,1.45,3,7
2015-10-09T20:11:20.00Z,35.0271382,-79.1918626,1886.873,-50.45,-33.66,-0.23,13.705,17.276,1.45,3,7
2015-10-09T20:11:20.20Z,35.0270448,-79.1919356,1887.473,-50.62,-33.60,-0.16,13.554,17.099,1.46,3,7
2015-10-09T20:11:20.40Z,35.0269532,-79.1920090,1887.794,-50.55,-33.63,-0.01,13.401,16.920,1.45,3,7
2015-10-09T20:11:20.60Z,35.0268599,-79.1920809,1888.527,-50.66,-33.49,-0.02,13.202,16.658,1.43,3,7
2015-10-09T20:11:20.80Z,35.0267672,-79.1921541,1888.793,-50.66,-33.47,0.16,12.979,16.344,1.41,3,7
2015-10-09T20:11:21.00Z,35.0266728,-79.1922278,1889.170,-50.86,-33.53,0.22,12.769,16.026,1.43,3,7
2015-10-09T20:11:21.20Z,35.0265797,-79.1923019,1889.309,-50.92,-33.45,0.25,12.580,15.739,1.39,3,7
2015-10-09T20:11:21.40Z,35.0264853,-79.1923761,1889.391,-51.07,-33.50,0.36,12.383,15.441,1.06,3,7
2015-10-09T20:11:21.60Z,35.0263913,-79.1924494,1889.432,-50.97,-33.44,0.53,12.227,15.205,1.00,3,7
2015-10-09T20:11:21.80Z,35.0262975,-79.1925232,1889.312,-51.19,-33.48,0.63,12.085,14.992,0.99,3,7
2015-10-09T20:11:22.00Z,35.0262042,-79.1925959,1889.196,-51.35,-33.40,0.68,11.954,14.806,1.12,3,7
2015-10-09T20:11:22.20Z,35.0261105,-79.1926697,1889.045,-51.62,-33.59,0.71,11.834,14.638,1.27,3,7
