time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
2016-07-20T18:27:04.00Z,41.6740754,-74.1498806,101.893,-0.05,-0.01,0.06,2.598,4.525,0.31,0.00000,151.53022,3,8
2016-07-20T18:27:04.20Z,41.6740752,-74.1498805,102.017,0.02,-0.04,0.17,2.526,4.412,0.45,0.00000,151.53048,3,8
2016-07-20T18:27:04.40Z,41.6740751,-74.1498802,102.133,0.03,-0.05,0.23,2.456,4.308,0.44,0.00000,151.53074,3,8
2016-07-20T18:27:04.60Z,41.6740749,-74.1498801,102.237,0.00,-0.06,0.07,2.392,4.211,0.38,0.00000,151.53096,3,8
2016-07-20T18:27:04.80Z,41.6740746,-74.1498800,102.323,-0.01,-0.04,0.22,2.333,4.121,0.43,0.00000,151.53120,3,8
2016-07-20T18:27:05.00Z,41.6740744,-74.1498798,102.485,0.02,-0.07,0.14,2.278,4.034,0.43,0.00000,151.53146,3,8
2016-07-20T18:27:05.20Z,41.6740743,-74.1498798,102.586,0.09,-0.05,0.20,2.229,3.952,0.47,0.00000,151.53174,3,8
2016-07-20T18:27:05.40Z,41.6740741,-74.1498796,102.710,0.02,0.01,0.19,2.182,3.876,0.43,0.00000,151.53200,3,8
2016-07-20T18:27:05.60Z,41.6740740,-74.1498795,102.791,0.08,-0.08,0.29,2.137,3.804,0.46,0.00000,151.53228,3,8
2016-07-20T18:27:05.80Z,41.6740740,-74.1498795,102.857,0.08,-0.07,0.15,2.096,3.736,0.46,0.00000,151.53254,3,8
2016-07-20T18:27:06.00Z,41.6740741,-74.1498795,102.936,0.08,-0.04,0.29,2.057,3.672,0.45,0.00000,151.53282,3,8
2016-07-20T18:27:06.20Z,41.6740742,-74.1498795,103.006,0.12,-0.12,0.23,2.024,3.612,0.47,0.00000,151.53310,3,8
2016-07-20T18:27:06.40Z,41.6740743,-74.1498795,103.133,0.06,-0.06,0.19,1.990,3.552,0.46,0.00000,151.53336,3,8
2016-07-20T18:27:06.60Z,41.6740744,-74.1498796,103.230,0.06,-0.07,0.14,1.961,3.495,0.47,0.00000,151.53364,3,8
2016-07-20T18:27:06.80Z,41.6740744,-74.1498795,103.354,0.05,-0.05,0.11,1.931,3.441,0.47,0.00000,151.53392,3,8
2016-07-20T18:27:07.00Z,41.6740744,-74.1498793,103.458,0.00,-0.02,0.15,1.902,3.389,0.44,0.00000,151.53418,3,8
2016-07-20T18:27:07.20Z,41.6740744,-74.1498793,103.535,0.00,-0.02,0.08,1.875,3.341,0.43,0.00000,151.53444,3,8
2016-07-20T18:27:07.40Z,41.6740744,-74.1498793,103.630,0.05,-0.05,0.09,1.849,3.294,0.45,0.00000,151.53470,3,8
2016-07-20T18:27:07.60Z,41.6740744,-74.1498794,103.689,0.04,-0.07,0.08,1.823,3.249,0.44,0.00000,151.53496,3,8
2016-07-20T18:27:07.80Z,41.6740744,-74.1498795,103.699,0.00,0.02,-0.01,1.798,3.208,0.25,0.00000,151.53512,3,8
2016-07-20T18:27:08.00Z,41.6740744,-74.1498795,103.691,-0.02,0.00,0.15,1.775,3.169,0.41,0.00000,151.53536,3,8
2016-07-20T18:27:08.20Z,41.6740742,-74.1498794,103.706,0.03,-0.01,0.13,1.752,3.132,0.44,0.00000,151.53562,3,8
2016-07-20T18:27:08.40Z,41.6740739,-74.1498792,103.741,-0.04,0.00,0.07,1.729,3.095,0.33,0.00000,151.53582,3,8
2016-07-20T18:27:08.60Z,41.6740738,-74.1498792,103.763,0.08,-0.08,0.10,1.709,3.059,0.44,0.00000,151.53608,3,8
2016-07-20T18:27:08.80Z,41.6740738,-74.1498794,103.898,0.05,-0.03,0.10,1.693,3.015,0.47,0.00000,151.53636,3,8
2016-07-20T18:27:09.00Z,41.6740736,-74.1498795,104.027,-0.02,-0.02,0.05,1.678,2.974,0.34,0.00000,151.53656,3,8
2016-07-20T18:27:09.20Z,41.6740736,-74.1498796,104.074,0.04,-0.03,0.16,1.664,2.940,0.45,0.00000,151.53684,3,8
2016-07-20T18:27:09.40Z,41.6740735,-74.1498797,104.083,-0.02,-0.01,0.17,1.648,2.908,0.40,0.00000,151.53708,3,8
2016-07-20T18:27:09.60Z,41.6740733,-74.1498797,104.138,0.02,0.02,0.07,1.633,2.877,0.40,0.00000,151.53732,3,8
2016-07-20T18:27:09.80Z,41.6740731,-74.1498797,104.203,0.07,-0.07,0.24,1.618,2.847,0.45,0.00000,151.53758,3,8
2016-07-20T18:27:10.00Z,41.6740730,-74.1498798,104.223,0.06,-0.04,0.22,1.604,2.818,0.45,0.00000,151.53786,3,8
2016-07-20T18:27:10.20Z,41.6740728,-74.1498799,104.234,0.11,-0.10,0.28,1.590,2.791,0.46,0.00000,151.53814,3,8
2016-07-20T18:27:10.40Z,41.6740726,-74.1498800,104.265,0.06,-0.07,0.18,1.577,2.764,0.45,0.00000,151.53840,3,8
2016-07-20T18:27:10.60Z,41.6740722,-74.1498800,104.323,0.04,-0.01,0.10,1.564,2.739,0.45,0.00000,151.53868,3,8
2016-07-20T18:27:10.80Z,41.6740718,-74.1498799,104.436,-0.02,-0.01,0.15,1.552,2.715,0.39,0.00000,151.53892,3,8
2016-07-20T18:27:11.00Z,41.6740714,-74.1498797,104.482,0.05,-0.01,0.27,1.540,2.691,0.43,0.00000,151.53918,3,8
2016-07-20T18:27:11.20Z,41.6740708,-74.1498794,104.536,0.03,-0.02,0.22,1.526,2.669,0.43,0.00000,151.53944,3,8
2016-07-20T18:27:11.40Z,41.6740704,-74.1498792,104.571,0.01,-0.04,0.02,1.513,2.648,0.32,0.00000,151.53962,3,8
2016-07-20T18:27:11.60Z,41.6740702,-74.1498793,104.582,0.00,-0.05,0.08,1.501,2.628,0.39,0.00000,151.53986,3,8
2016-07-20T18:27:11.80Z,41.6740701,-74.1498794,104.556,0.07,-0.06,0.17,1.490,2.609,0.45,0.00000,151.54012,3,8
2016-07-20T18:27:12.00Z,41.6740701,-74.1498795,104.533,0.02,-0.03,0.19,1.479,2.590,0.42,0.00000,151.54038,3,8
2016-07-20T18:27:12.20Z,41.6740699,-74.1498795,104.524,-0.01,-0.06,0.20,1.469,2.576,0.41,0.00000,151.54062,3,8
2016-07-20T18:27:12.40Z,41.6740697,-74.1498793,104.503,0.02,0.01,0.30,1.461,2.563,0.42,0.00000,151.54086,3,8
2016-07-20T18:27:12.60Z,41.6740694,-74.1498790,104.490,-0.04,0.02,0.32,1.452,2.550,0.39,0.00000,151.54110,3,8
2016-07-20T18:27:12.80Z,41.6740690,-74.1498787,104.446,-0.07,0.09,0.10,1.444,2.537,0.27,0.00000,151.54126,3,8
2016-07-20T18:27:13.00Z,41.6740688,-74.1498786,104.414,0.00,-0.07,0.20,1.436,2.521,0.41,0.00000,151.54150,3,8
2016-07-20T18:27:13.20Z,41.6740687,-74.1498785,104.389,0.07,-0.04,0.24,1.427,2.504,0.43,0.00000,151.54176,3,8
2016-07-20T18:27:13.40Z,41.6740688,-74.1498786,104.317,0.10,-0.06,0.19,1.419,2.488,0.45,0.00000,151.54202,3,8
2016-07-20T18:27:13.60Z,41.6740687,-74.1498786,104.291,0.01,-0.04,0.19,1.412,2.474,0.42,0.00000,151.54228,3,8
2016-07-20T18:27:13.80Z,41.6740686,-74.1498787,104.257,0.03,-0.10,0.12,1.406,2.461,0.41,0.00000,151.54252,3,8
2016-07-20T18:27:14.00Z,41.6740686,-74.1498788,104.236,-0.01,0.00,0.22,1.399,2.444,0.39,0.00000,151.54276,3,8
2016-07-20T18:27:14.20Z,41.6740685,-74.1498786,104.234,-0.09,0.07,0.15,1.391,2.428,0.30,0.00000,151.54292,3,8
2016-07-20T18:27:14.40Z,41.6740685,-74.1498786,104.207,0.00,-0.07,0.10,1.385,2.412,0.39,0.00000,151.54316,3,8
2016-07-20T18:27:14.60Z,41.6740685,-74.1498787,104.188,-0.03,0.04,0.16,1.378,2.397,0.35,0.00000,151.54336,3,8
2016-07-20T18:27:14.80Z,41.6740687,-74.1498788,104.136,0.07,-0.05,0.19,1.371,2.375,0.43,0.00000,151.54362,3,8
2016-07-20T18:27:15.00Z,41.6740689,-74.1498790,104.098,-0.05,-0.02,0.07,1.363,2.354,0.29,0.00000,151.54380,3,8
2016-07-20T18:27:15.20Z,41.6740688,-74.1498791,104.045,-0.04,0.00,0.12,1.357,2.335,0.34,0.00000,151.54400,3,8
2016-07-20T18:27:15.40Z,41.6740689,-74.1498791,104.031,0.07,-0.13,0.17,1.351,2.318,0.43,0.00000,151.54426,3,8
2016-07-20T18:27:15.60Z,41.6740690,-74.1498793,103.989,0.04,-0.05,0.20,1.348,2.300,0.43,0.00000,151.54452,3,8
2016-07-20T18:27:15.80Z,41.6740691,-74.1498794,103.934,0.02,-0.01,0.09,1.345,2.284,0.43,0.00000,151.54476,3,8
2016-07-20T18:27:16.00Z,41.6740691,-74.1498793,103.924,0.03,-0.01,0.10,1.340,2.267,0.43,0.00000,151.54502,3,8
2016-07-20T18:27:16.20Z,41.6740691,-74.1498794,103.868,-0.03,0.03,0.17,1.333,2.251,0.36,0.00000,151.54524,3,8
2016-07-20T18:27:16.40Z,41.6740692,-74.1498794,103.860,0.13,-0.08,0.18,1.326,2.240,0.45,0.00000,151.54552,3,8
2016-07-20T18:27:16.60Z,41.6740692,-74.1498796,103.846,0.01,-0.10,0.05,1.321,2.231,0.32,0.00000,151.54570,3,8
2016-07-20T18:27:16.80Z,41.6740691,-74.1498797,103.847,-0.13,0.08,0.23,1.317,2.219,0.32,0.00000,151.54590,3,8
2016-07-20T18:27:17.00Z,41.6740688,-74.1498796,103.841,-0.03,-0.04,0.02,1.314,2.211,0.19,0.00000,151.54600,3,8
2016-07-20T18:27:17.20Z,41.6740689,-74.1498798,103.766,0.07,-0.06,0.22,1.310,2.202,0.47,0.00000,151.54628,3,8
2016-07-20T18:27:17.40Z,41.6740690,-74.1498800,103.721,0.04,0.03,0.19,1.306,2.192,0.43,0.00000,151.54652,3,8
2016-07-20T18:27:17.60Z,41.6740692,-74.1498801,103.669,0.11,-0.13,0.26,1.303,2.185,0.47,0.00000,151.54680,3,8
2016-07-20T18:27:17.80Z,41.6740692,-74.1498803,103.633,-0.15,0.03,0.19,1.301,2.181,0.34,0.00000,151.54700,3,8
2016-07-20T18:27:18.00Z,41.6740692,-74.1498805,103.579,0.05,-0.06,0.30,1.299,2.178,0.50,0.00000,151.54730,3,8
2016-07-20T18:27:18.20Z,41.6740696,-74.1498809,103.439,-0.01,-0.05,0.18,1.294,2.155,0.40,0.00000,151.54754,3,8
2016-07-20T18:27:18.40Z,41.6740698,-74.1498813,103.366,-0.05,-0.09,0.19,1.290,2.143,0.38,0.00000,151.54778,3,7
2016-07-20T18:27:18.60Z,41.6740699,-74.1498815,103.329,-0.03,-0.03,0.24,1.286,2.132,0.41,0.00000,151.54802,3,7
2016-07-20T18:27:18.80Z,41.6740701,-74.1498817,103.225,-0.02,-0.03,0.25,1.281,2.121,0.41,0.00000,151.54828,3,7
2016-07-20T18:27:19.00Z,41.6740701,-74.1498816,103.229,-0.07,-0.02,0.22,1.279,2.118,0.36,0.00000,151.54848,3,7
2016-07-20T18:27:19.20Z,41.6740702,-74.1498813,103.323,0.12,-0.12,0.23,1.277,2.115,0.49,0.00000,151.54880,3,7
2016-07-20T18:27:19.40Z,41.6740704,-74.1498815,103.313,0.06,-0.07,0.17,1.275,2.108,0.48,0.00000,151.54908,3,7
2016-07-20T18:27:19.60Z,41.6740705,-74.1498816,103.275,-0.06,0.02,0.18,1.272,2.094,0.33,0.00000,151.54928,3,8
2016-07-20T18:27:19.80Z,41.6740705,-74.1498816,103.239,-0.04,0.00,0.22,1.268,2.080,0.35,0.00000,151.54948,3,8
2016-07-20T18:27:20.00Z,41.6740706,-74.1498817,103.196,0.01,0.00,0.10,1.264,2.066,0.39,0.00000,151.54972,3,8
2016-07-20T18:27:20.20Z,41.6740708,-74.1498817,103.198,0.11,-0.06,0.29,1.263,2.058,0.47,0.00000,151.55000,3,8
2016-07-20T18:27:20.40Z,41.6740709,-74.1498820,103.140,0.03,-0.14,0.23,1.263,2.051,0.43,0.00000,151.55026,3,8
2016-07-20T18:27:20.60Z,41.6740710,-74.1498821,103.072,0.11,-0.02,0.39,1.261,2.046,0.46,0.00000,151.55052,3,8
2016-07-20T18:27:20.80Z,41.6740712,-74.1498822,102.999,0.09,-0.16,0.19,1.259,2.038,0.47,0.00000,151.55080,3,8
2016-07-20T18:27:21.00Z,41.6740714,-74.1498825,102.891,0.00,0.02,0.17,1.259,2.031,0.40,0.00000,151.55104,3,7
2016-07-20T18:27:21.20Z,41.6740711,-74.1498823,102.859,-0.05,-0.05,0.13,1.260,2.028,0.36,0.00000,151.55124,3,8
2016-07-20T18:27:21.40Z,41.6740703,-74.1498817,102.930,0.07,-0.11,0.19,1.257,2.023,0.41,0.00000,151.55150,3,8
2016-07-20T18:27:21.60Z,41.6740700,-74.1498816,102.891,0.13,-0.05,0.30,1.249,2.018,0.43,0.00000,151.55176,3,8
2016-07-20T18:27:21.80Z,41.6740699,-74.1498817,102.850,-0.08,-0.04,0.30,1.242,2.014,0.40,0.00000,151.55198,3,8
2016-07-20T18:27:22.00Z,41.6740702,-74.1498822,102.735,0.09,-0.02,0.12,1.232,1.996,0.39,0.00000,151.55222,3,8
2016-07-20T18:27:22.20Z,41.6740704,-74.1498824,102.648,0.04,-0.01,0.18,1.225,1.987,0.42,0.00000,151.55246,3,8
2016-07-20T18:27:22.40Z,41.6740705,-74.1498826,102.622,0.05,-0.08,0.28,1.221,1.986,0.47,0.00000,151.55276,3,8
2016-07-20T18:27:22.60Z,41.6740703,-74.1498825,102.598,0.01,0.01,0.24,1.218,1.987,0.46,0.00000,151.55302,3,8
2016-07-20T18:27:22.80Z,41.6740702,-74.1498824,102.567,0.03,-0.03,0.25,1.215,1.990,0.49,0.00000,151.55332,3,8
2016-07-20T18:27:23.00Z,41.6740699,-74.1498823,102.530,0.01,-0.04,0.30,1.211,1.992,0.48,0.00000,151.55360,3,8
2016-07-20T18:27:23.20Z,41.6740697,-74.1498822,102.499,0.03,0.01,0.20,1.206,1.994,0.47,0.00000,151.55388,3,8
2016-07-20T18:27:23.40Z,41.6740694,-74.1498820,102.516,0.06,-0.07,0.31,1.201,1.991,0.47,0.00000,151.55414,3,8
2016-07-20T18:27:23.60Z,41.6740692,-74.1498820,102.502,-0.01,-0.09,0.24,1.196,1.986,0.43,0.00000,151.55440,3,8
2016-07-20T18:27:23.80Z,41.6740691,-74.1498821,102.431,0.00,0.06,0.25,1.188,1.967,0.35,0.00000,151.55460,3,8
2016-07-20T18:27:24.00Z,41.6740690,-74.1498820,102.356,0.00,-0.01,0.31,1.181,1.948,0.37,0.00000,151.55482,3,8
2016-07-20T18:27:24.20Z,41.6740687,-74.1498820,102.368,0.01,-0.01,0.24,1.175,1.935,0.38,0.00000,151.55504,3,8
2016-07-20T18:27:24.40Z,41.6740685,-74.1498820,102.368,0.02,-0.04,0.27,1.169,1.923,0.38,0.00000,151.55526,3,8
2016-07-20T18:27:24.60Z,41.6740684,-74.1498821,102.331,0.02,-0.02,0.13,1.163,1.913,0.40,0.00000,151.55552,3,8
2016-07-20T18:27:24.80Z,41.6740682,-74.1498823,102.300,-0.05,-0.07,0.18,1.158,1.905,0.36,0.00000,151.55572,3,8
2016-07-20T18:27:25.00Z,41.6740682,-74.1498824,102.248,0.10,-0.03,0.30,1.154,1.897,0.43,0.00000,151.55598,3,8
2016-07-20T18:27:25.20Z,41.6740681,-74.1498825,102.192,-0.02,-0.03,0.23,1.151,1.889,0.40,0.00000,151.55622,3,8
2016-07-20T18:27:25.40Z,41.6740679,-74.1498825,102.165,0.06,-0.10,0.27,1.145,1.881,0.40,0.00000,151.55646,3,8
2016-07-20T18:27:25.60Z,41.6740679,-74.1498827,102.125,0.19,-0.05,0.11,1.138,1.872,0.37,344.85371,40.69520,3,8
2016-07-20T18:27:25.80Z,41.6740677,-74.1498827,102.124,0.05,0.01,0.13,1.134,1.871,0.43,344.85371,40.69617,3,8
2016-07-20T18:27:26.00Z,41.6740675,-74.1498828,102.104,0.00,-0.02,0.12,1.132,1.871,0.44,344.85371,40.69713,3,8
2016-07-20T18:27:26.20Z,41.6740673,-74.1498829,102.068,0.01,-0.05,0.20,1.131,1.873,0.47,344.85371,40.69817,3,8
2016-07-20T18:27:26.40Z,41.6740671,-74.1498831,102.014,0.04,-0.07,0.22,1.130,1.877,0.50,344.85371,40.69926,3,8
2016-07-20T18:27:26.60Z,41.6740668,-74.1498831,101.981,-0.02,0.03,0.15,1.130,1.882,0.43,344.85371,40.70022,3,8
2016-07-20T18:27:26.80Z,41.6740667,-74.1498834,101.923,0.12,-0.17,0.13,1.130,1.887,0.49,344.85371,40.70130,3,8
2016-07-20T18:27:27.00Z,41.6740667,-74.1498836,101.919,-0.01,-0.04,0.24,1.132,1.890,0.47,344.85371,40.70233,3,8
2016-07-20T18:27:27.20Z,41.6740666,-74.1498837,101.908,0.07,-0.04,0.16,1.132,1.891,0.51,344.85371,40.70345,3,8
2016-07-20T18:27:27.40Z,41.6740664,-74.1498839,101.899,-0.09,-0.08,0.14,1.133,1.894,0.34,344.85371,40.70421,3,8
2016-07-20T18:27:27.60Z,41.6740662,-74.1498840,101.892,-0.05,0.00,0.16,1.131,1.891,0.38,344.85371,40.70506,3,8
2016-07-20T18:27:27.80Z,41.6740661,-74.1498841,101.855,0.02,-0.03,0.15,1.128,1.883,0.42,344.85371,40.70599,3,8
2016-07-20T18:27:28.00Z,41.6740661,-74.1498843,101.789,0.01,-0.01,0.14,1.123,1.876,0.40,344.85371,40.70687,3,8
2016-07-20T18:27:28.20Z,41.6740662,-74.1498845,101.720,0.07,-0.11,0.18,1.119,1.869,0.41,344.85371,40.70778,3,8
2016-07-20T18:27:28.40Z,41.6740662,-74.1498846,101.657,-0.12,0.04,0.24,1.116,1.863,0.34,344.85371,40.70853,3,8
2016-07-20T18:27:28.60Z,41.6740662,-74.1498846,101.595,-0.08,-0.01,0.25,1.116,1.858,0.37,344.85371,40.70934,3,8
2016-07-20T18:27:28.80Z,41.6740663,-74.1498846,101.548,-0.01,-0.01,0.22,1.116,1.853,0.40,344.85371,40.71023,3,8
2016-07-20T18:27:29.00Z,41.6740664,-74.1498848,101.462,0.02,-0.06,0.13,1.117,1.849,0.44,344.85371,40.71121,3,8
2016-07-20T18:27:29.20Z,41.6740665,-74.1498848,101.408,0.00,-0.03,0.21,1.116,1.845,0.42,344.85371,40.71214,3,8
2016-07-20T18:27:29.40Z,41.6740665,-74.1498849,101.355,-0.01,-0.07,0.26,1.115,1.841,0.42,344.85371,40.71307,3,8
2016-07-20T18:27:29.60Z,41.6740665,-74.1498849,101.294,0.00,-0.01,0.14,1.114,1.839,0.44,344.85371,40.71404,3,8
2016-07-20T18:27:29.80Z,41.6740664,-74.1498847,101.265,0.07,-0.06,0.30,1.112,1.843,0.46,344.85371,40.71506,3,8
2016-07-20T18:27:30.00Z,41.6740664,-74.1498847,101.215,0.04,-0.07,0.17,1.113,1.848,0.50,344.85371,40.71616,3,8
2016-07-20T18:27:30.20Z,41.6740663,-74.1498846,101.167,0.06,-0.04,0.38,1.111,1.852,0.47,344.85371,40.71720,3,8
2016-07-20T18:27:30.40Z,41.6740662,-74.1498845,101.159,-0.05,-0.09,0.23,1.110,1.857,0.45,344.85371,40.71819,3,8
2016-07-20T18:27:30.60Z,41.6740660,-74.1498845,101.112,-0.07,-0.04,0.22,1.109,1.860,0.44,344.85371,40.71915,3,8
2016-07-20T18:27:30.80Z,41.6740658,-74.1498843,101.110,-0.06,0.00,0.17,1.107,1.862,0.42,344.85371,40.72009,3,8
2016-07-20T18:27:31.00Z,41.6740656,-74.1498842,101.051,-0.03,0.00,0.28,1.106,1.865,0.45,344.85371,40.72109,3,8
2016-07-20T18:27:31.20Z,41.6740654,-74.1498841,101.008,-0.06,-0.06,0.13,1.104,1.867,0.40,344.85371,40.72198,3,8
2016-07-20T18:27:31.40Z,41.6740652,-74.1498842,100.942,0.00,-0.08,0.19,1.102,1.865,0.43,344.85371,40.72293,3,8
2016-07-20T18:27:31.60Z,41.6740652,-74.1498842,100.878,0.03,0.01,0.23,1.099,1.863,0.44,344.85371,40.72389,3,8
2016-07-20T18:27:31.80Z,41.6740656,-74.1498846,100.627,0.00,-0.04,0.30,1.094,1.840,0.37,344.85371,40.72471,3,8
2016-07-20T18:27:32.00Z,41.6740655,-74.1498846,100.583,0.07,-0.10,0.24,1.092,1.841,0.44,344.85371,40.72567,3,8
2016-07-20T18:27:32.20Z,41.6740657,-74.1498846,100.515,0.06,-0.01,0.35,1.090,1.840,0.44,344.85371,40.72665,3,8
2016-07-20T18:27:32.40Z,41.6740656,-74.1498847,100.422,-0.04,0.04,0.21,1.091,1.843,0.41,344.85371,40.72756,3,8
2016-07-20T18:27:32.60Z,41.6740655,-74.1498847,100.356,-0.06,-0.02,0.16,1.092,1.847,0.42,344.85371,40.72848,3,8
2016-07-20T18:27:32.80Z,41.6740655,-74.1498848,100.281,-0.03,0.03,0.28,1.093,1.846,0.42,344.85371,40.72941,3,8
2016-07-20T18:27:33.00Z,41.6740657,-74.1498851,100.138,-0.04,-0.03,0.29,1.089,1.824,0.36,344.85371,40.73020,3,8
2016-07-20T18:27:33.20Z,41.6740656,-74.1498854,99.992,-0.07,-0.03,0.22,1.087,1.815,0.37,344.85371,40.73102,3,8
2016-07-20T18:27:33.40Z,41.6740653,-74.1498853,99.942,-0.05,0.09,0.15,1.086,1.817,0.34,344.85371,40.73177,3,8
2016-07-20T18:27:33.60Z,41.6740651,-74.1498852,99.936,-0.03,-0.07,0.31,1.084,1.819,0.44,344.85371,40.73275,3,8
2016-07-20T18:27:33.80Z,41.6740649,-74.1498853,99.874,-0.03,-0.03,0.29,1.082,1.820,0.44,344.85371,40.73372,3,8
2016-07-20T18:27:34.00Z,41.6740650,-74.1498855,99.787,0.03,-0.06,0.22,1.081,1.813,0.42,344.85371,40.73465,3,8
2016-07-20T18:27:34.20Z,41.6740651,-74.1498857,99.736,-0.01,-0.06,0.19,1.079,1.804,0.40,344.85371,40.73552,3,8
2016-07-20T18:27:34.40Z,41.6740650,-74.1498857,99.690,-0.10,0.00,0.17,1.076,1.797,0.37,344.85371,40.73634,3,8
2016-07-20T18:27:34.60Z,41.6740648,-74.1498857,99.660,-0.02,-0.07,0.09,1.073,1.798,0.38,344.85371,40.73718,3,8
2016-07-20T18:27:34.80Z,41.6740646,-74.1498857,99.655,-0.02,-0.01,0.26,1.072,1.806,0.47,344.85371,40.73822,3,8
2016-07-20T18:27:35.00Z,41.6740645,-74.1498856,99.601,0.03,0.01,0.28,1.070,1.811,0.46,344.85371,40.73924,3,8
2016-07-20T18:27:35.20Z,41.6740645,-74.1498855,99.601,-0.03,-0.03,0.14,1.067,1.803,0.40,344.85371,40.74012,3,8
2016-07-20T18:27:35.40Z,41.6740643,-74.1498855,99.700,-0.26,-0.05,0.12,1.068,1.803,0.35,344.85371,40.74090,3,8
2016-07-20T18:27:35.60Z,41.6740640,-74.1498858,99.640,-0.15,-0.05,0.22,1.070,1.796,0.37,344.85371,40.74172,3,8
2016-07-20T18:27:35.80Z,41.6740639,-74.1498858,99.590,-0.01,0.03,0.10,1.071,1.790,0.36,344.85371,40.74252,3,8
2016-07-20T18:27:36.00Z,41.6740639,-74.1498857,99.625,-0.11,0.02,0.22,1.071,1.780,0.35,344.85371,40.74331,3,8
2016-07-20T18:27:36.20Z,41.6740636,-74.1498857,99.550,-0.07,0.02,0.20,1.070,1.773,0.37,344.85371,40.74412,3,8
2016-07-20T18:27:36.40Z,41.6740633,-74.1498854,99.537,0.11,-0.01,0.22,1.067,1.776,0.41,344.85371,40.74504,3,7
2016-07-20T18:27:36.60Z,41.6740634,-74.1498853,99.528,0.07,0.05,0.21,1.067,1.782,0.46,344.85371,40.74604,3,8
2016-07-20T18:27:36.80Z,41.6740635,-74.1498851,99.538,0.04,-0.01,0.30,1.069,1.788,0.48,344.85371,40.74711,3,8
2016-07-20T18:27:37.00Z,41.6740634,-74.1498851,99.521,0.02,-0.11,0.22,1.071,1.792,0.46,344.85371,40.74812,3,8
2016-07-20T18:27:37.20Z,41.6740632,-74.1498851,99.526,0.00,0.03,0.43,1.070,1.794,0.43,344.85371,40.74908,3,8
2016-07-20T18:27:37.40Z,41.6740631,-74.1498849,99.529,0.07,-0.10,0.33,1.070,1.797,0.47,344.85371,40.75011,3,8
2016-07-20T18:27:37.60Z,41.6740630,-74.1498849,99.560,-0.07,-0.02,0.15,1.070,1.800,0.39,344.85371,40.75098,3,8
2016-07-20T18:27:37.80Z,41.6740630,-74.1498849,99.556,0.06,-0.04,0.30,1.072,1.804,0.49,344.85371,40.75205,3,8
2016-07-20T18:27:38.00Z,41.6740630,-74.1498849,99.589,0.06,-0.07,0.34,1.073,1.806,0.48,344.85371,40.75312,3,8
2016-07-20T18:27:38.20Z,41.6740631,-74.1498848,99.619,0.03,0.02,0.28,1.075,1.809,0.46,344.85371,40.75414,3,8
2016-07-20T18:27:38.40Z,41.6740632,-74.1498846,99.651,-0.03,-0.01,0.20,1.076,1.808,0.41,344.85371,40.75505,3,8
2016-07-20T18:27:38.60Z,41.6740632,-74.1498842,99.697,0.04,-0.05,0.29,1.074,1.804,0.42,344.85371,40.75597,3,8
2016-07-20T18:27:38.80Z,41.6740632,-74.1498840,99.736,-0.06,0.02,0.28,1.071,1.800,0.37,344.85371,40.75678,3,8
