time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
2016-08-07T16:29:25.80Z,39.7067828,-75.0335489,39.937,0.09,0.00,0.04,2.002,7.057,0.41,273.02094,35.12615,3,5
2016-08-07T16:29:26.00Z,39.7067832,-75.0335490,39.630,0.03,0.02,0.06,1.995,6.899,0.45,273.02094,35.12732,3,5
2016-08-07T16:29:26.20Z,39.7067839,-75.0335488,39.217,0.11,-0.05,-0.03,1.988,6.756,0.31,273.02094,35.12812,3,5
2016-08-07T16:29:26.40Z,39.7067843,-75.0335489,38.979,0.13,0.00,0.03,1.981,6.619,0.33,273.02094,35.12897,3,5
2016-08-07T16:29:26.60Z,39.7067845,-75.0335491,38.925,0.18,-0.11,0.15,1.968,6.454,0.52,273.02094,35.13029,3,5
2016-08-07T16:29:26.80Z,39.7067840,-75.0335480,39.574,0.20,-0.24,0.10,1.946,6.247,0.48,299.00344,23.59944,3,5
2016-08-07T16:29:27.00Z,39.7067831,-75.0335465,40.408,0.20,-0.10,0.00,1.926,6.089,0.32,299.00344,23.60066,3,5
2016-08-07T16:29:27.20Z,39.7067821,-75.0335446,41.425,0.08,0.03,0.12,1.896,5.939,0.38,299.00344,23.60211,3,5
2016-08-07T16:29:27.40Z,39.7067804,-75.0335415,42.885,0.13,-0.04,0.26,1.868,5.794,0.41,299.00344,23.60366,3,5
2016-08-07T16:29:27.60Z,39.7067803,-75.0335409,43.670,0.85,-0.70,-0.37,1.838,5.679,0.21,317.96093,8.30474,3,5
2016-08-07T16:29:27.80Z,39.7067806,-75.0335409,44.330,0.10,-0.14,0.17,1.810,5.611,0.39,317.96093,8.30899,3,5
2016-08-07T16:29:28.00Z,39.7067800,-75.0335396,45.001,0.09,-0.04,0.20,1.787,5.552,0.48,317.96093,8.31414,3,5
2016-08-07T16:29:28.20Z,39.7067797,-75.0335388,45.356,0.01,-0.06,0.34,1.770,5.506,0.49,317.96093,8.31941,3,5
2016-08-07T16:29:28.40Z,39.7067798,-75.0335389,45.233,-0.05,0.05,0.33,1.757,5.466,0.48,317.96093,8.32457,3,5
2016-08-07T16:29:28.60Z,39.7067790,-75.0335377,45.360,-0.30,0.27,0.58,1.742,5.372,0.35,293.89348,21.20720,3,5
2016-08-07T16:29:28.80Z,39.7067785,-75.0335372,45.237,0.11,0.07,0.28,1.725,5.267,0.44,293.89348,21.20907,3,5
2016-08-07T16:29:29.00Z,39.7067778,-75.0335359,45.617,0.02,-0.02,0.29,1.707,5.163,0.42,293.89348,21.21086,3,5
2016-08-07T16:29:29.20Z,39.7067771,-75.0335344,46.082,0.12,0.06,0.30,1.690,5.069,0.39,293.89348,21.21252,3,5
2016-08-07T16:29:29.40Z,39.7067770,-75.0335333,46.337,0.52,0.14,0.24,1.674,4.980,0.27,332.83881,22.19207,3,5
2016-08-07T16:29:29.60Z,39.7067775,-75.0335320,46.408,0.36,0.48,0.52,1.660,4.947,0.34,9.10296,24.54010,3,5
2016-08-07T16:29:29.80Z,39.7067779,-75.0335309,46.335,0.14,0.15,0.32,1.646,4.902,0.45,9.10296,24.54174,3,5
2016-08-07T16:29:30.00Z,39.7067782,-75.0335301,46.360,0.49,-0.01,0.40,1.635,4.863,0.58,4.06193,24.08746,3,5
2016-08-07T16:29:30.20Z,39.7067793,-75.0335311,45.855,0.46,-0.21,0.39,1.626,4.816,0.56,349.11200,23.24754,3,5
2016-08-07T16:29:30.40Z,39.7067802,-75.0335319,45.639,0.61,-0.47,0.37,1.619,4.772,0.50,332.11319,17.56335,3,5
2016-08-07T16:29:30.60Z,39.7067808,-75.0335321,45.671,0.43,-0.27,0.46,1.612,4.718,0.56,330.57378,24.08173,3,5
2016-08-07T16:29:30.80Z,39.7067807,-75.0335316,45.814,0.10,0.01,0.36,1.604,4.681,0.62,330.57378,24.08404,3,5
2016-08-07T16:29:31.00Z,39.7067802,-75.0335308,45.974,-0.07,0.11,0.38,1.593,4.630,0.48,330.57378,24.08585,3,5
2016-08-07T16:29:31.20Z,39.7067796,-75.0335296,45.834,-0.12,0.27,0.16,1.553,4.346,0.15,2.63395,44.88890,3,10
2016-08-07T16:29:31.40Z,39.7067801,-75.0335289,44.866,-0.25,0.26,0.13,1.525,4.132,0.16,100.43222,26.52910,3,10
2016-08-07T16:29:31.60Z,39.7067805,-75.0335285,44.278,0.01,0.08,0.23,1.500,3.951,0.31,100.43222,26.53016,3,10
2016-08-07T16:29:31.80Z,39.7067800,-75.0335277,44.272,0.05,-0.01,0.12,1.480,3.814,0.38,100.43222,26.53145,3,10
2016-08-07T16:29:32.00Z,39.7067801,-75.0335273,44.043,0.11,-0.14,0.14,1.461,3.693,0.32,100.43222,26.53255,3,10
2016-08-07T16:29:32.20Z,39.7067801,-75.0335271,43.812,0.00,-0.15,0.16,1.442,3.584,0.28,100.43222,26.53352,3,10
2016-08-07T16:29:32.40Z,39.7067805,-75.0335276,43.385,-0.09,-0.30,-0.09,1.421,3.467,0.13,155.87718,35.15117,3,10
2016-08-07T16:29:32.60Z,39.7067799,-75.0335283,43.192,-0.63,-0.54,0.20,1.382,3.309,0.13,215.25983,10.73987,3,10
2016-08-07T16:29:32.80Z,39.7067795,-75.0335288,43.125,-0.02,0.09,-0.01,1.346,3.150,0.12,215.25983,10.74087,3,10
2016-08-07T16:29:33.00Z,39.7067789,-75.0335279,43.387,0.05,0.11,0.08,1.314,3.012,0.17,215.25983,10.74226,3,10
2016-08-07T16:29:33.20Z,39.7067788,-75.0335274,43.546,0.01,0.05,0.09,1.285,2.891,0.22,215.25983,10.74406,3,10
2016-08-07T16:29:33.40Z,39.7067788,-75.0335273,43.571,0.02,0.04,0.02,1.258,2.783,0.15,215.25983,10.74534,3,10
2016-08-07T16:29:33.60Z,39.7067785,-75.0335268,43.716,-0.04,0.03,0.04,1.234,2.688,0.14,215.25983,10.74650,3,10
2016-08-07T16:29:33.80Z,39.7067786,-75.0335269,43.655,-0.05,0.03,0.08,1.212,2.604,0.19,215.25983,10.74806,3,10
2016-08-07T16:29:34.00Z,39.7067783,-75.0335265,43.773,-0.01,-0.02,0.05,1.193,2.535,0.25,215.25983,10.75019,3,10
2016-08-07T16:29:34.20Z,39.7067780,-75.0335261,43.898,0.05,-0.03,0.13,1.176,2.472,0.26,215.25983,10.75234,3,10
2016-08-07T16:29:34.40Z,39.7067778,-75.0335258,44.006,0.05,-0.04,0.13,1.160,2.415,0.25,215.25983,10.75447,3,10
2016-08-07T16:29:34.60Z,39.7067775,-75.0335254,44.135,0.04,0.01,0.09,1.145,2.362,0.25,215.25983,10.75657,3,9
2016-08-07T16:29:34.80Z,39.7067773,-75.0335253,44.209,0.00,-0.01,0.04,1.131,2.313,0.25,215.25983,10.75863,3,9
2016-08-07T16:29:35.00Z,39.7067772,-75.0335251,44.240,0.06,-0.01,0.00,1.119,2.268,0.13,215.25983,10.75976,3,9
2016-08-07T16:29:35.20Z,39.7067770,-75.0335250,44.312,0.03,-0.02,0.14,1.106,2.226,0.25,215.25983,10.76188,3,9
2016-08-07T16:29:35.40Z,39.7067769,-75.0335248,44.349,0.07,0.01,0.08,1.094,2.187,0.23,215.25983,10.76377,3,9
2016-08-07T16:29:35.60Z,39.7067766,-75.0335243,44.508,0.05,-0.02,0.03,1.083,2.150,0.20,215.25983,10.76541,3,9
2016-08-07T16:29:35.80Z,39.7067765,-75.0335243,44.528,-0.01,-0.04,0.06,1.072,2.111,0.20,215.25983,10.76709,3,9
2016-08-07T16:29:36.00Z,39.7067763,-75.0335242,44.575,0.04,0.03,0.05,1.062,2.075,0.20,215.25983,10.76877,3,9
2016-08-07T16:29:36.20Z,39.7067762,-75.0335240,44.666,0.06,0.01,0.06,1.052,2.040,0.22,215.25983,10.77057,3,9
2016-08-07T16:29:36.40Z,39.7067760,-75.0335237,44.766,0.01,0.05,0.14,1.043,2.008,0.22,215.25983,10.77237,3,9
2016-08-07T16:29:36.60Z,39.7067757,-75.0335233,44.889,0.10,0.02,0.12,1.034,1.977,0.22,215.25983,10.77420,3,9
2016-08-07T16:29:36.80Z,39.7067755,-75.0335230,44.982,0.05,0.00,0.05,1.025,1.948,0.22,215.25983,10.77603,3,9
2016-08-07T16:29:37.00Z,39.7067755,-75.0335226,45.032,0.22,0.11,0.04,1.017,1.920,0.14,243.03384,24.46739,3,9
2016-08-07T16:29:37.20Z,39.7067755,-75.0335222,45.123,0.20,0.21,-0.11,1.011,1.903,0.15,303.64898,31.86287,3,10
2016-08-07T16:29:37.40Z,39.7067758,-75.0335217,45.106,0.19,0.16,0.11,1.007,1.888,0.20,339.64012,41.22788,3,10
2016-08-07T16:29:37.60Z,39.7067760,-75.0335213,45.100,0.03,0.04,0.03,1.003,1.876,0.21,339.64012,41.22833,3,10
2016-08-07T16:29:37.80Z,39.7067758,-75.0335212,45.084,-0.06,-0.03,-0.06,1.001,1.866,0.29,339.64012,41.22896,3,9
2016-08-07T16:29:38.00Z,39.7067757,-75.0335211,45.086,0.06,-0.04,0.05,0.998,1.856,0.30,339.64012,41.22962,3,10
2016-08-07T16:29:38.20Z,39.7067757,-75.0335208,45.131,0.06,-0.05,0.08,0.995,1.847,0.33,339.64012,41.23034,3,10
2016-08-07T16:29:38.40Z,39.7067756,-75.0335205,45.169,0.07,-0.07,0.08,0.992,1.839,0.31,339.64012,41.23102,3,10
2016-08-07T16:29:38.60Z,39.7067757,-75.0335204,45.182,0.08,-0.12,0.09,0.988,1.828,0.28,339.64012,41.23163,3,10
2016-08-07T16:29:38.80Z,39.7067756,-75.0335202,45.192,-0.05,0.00,0.04,0.982,1.813,0.16,339.64012,41.23199,3,10
2016-08-07T16:29:39.00Z,39.7067757,-75.0335197,45.184,-0.02,0.00,0.08,0.976,1.798,0.25,339.64012,41.23255,3,10
2016-08-07T16:29:39.20Z,39.7067756,-75.0335194,45.149,0.00,0.05,0.19,0.970,1.783,0.26,339.64012,41.23312,3,10
2016-08-07T16:29:39.40Z,39.7067755,-75.0335190,45.142,0.07,-0.02,0.14,0.964,1.770,0.30,339.64012,41.23378,3,10
2016-08-07T16:29:39.60Z,39.7067758,-75.0335194,45.097,0.17,-0.35,-0.15,0.956,1.752,0.16,305.13550,20.67948,3,10
2016-08-07T16:29:39.80Z,39.7067761,-75.0335198,45.095,0.21,-0.29,0.30,0.954,1.743,0.34,305.31877,38.62422,3,10
2016-08-07T16:29:40.00Z,39.7067764,-75.0335202,45.043,0.22,-0.05,0.34,0.961,1.749,0.50,305.31877,38.62537,3,10
2016-08-07T16:29:40.20Z,39.7067768,-75.0335203,44.985,0.25,-0.10,0.48,0.979,1.757,0.64,305.31877,38.62686,3,10
2016-08-07T16:29:40.40Z,39.7067770,-75.0335202,44.923,0.15,0.08,0.36,1.005,1.767,0.59,305.31877,38.62823,3,10
2016-08-07T16:29:40.60Z,39.7067774,-75.0335202,44.848,0.28,-0.07,0.46,1.030,1.782,0.66,305.31877,38.62977,3,10
2016-08-07T16:29:40.80Z,39.7067779,-75.0335203,44.789,0.35,-0.05,0.44,1.056,1.800,0.69,305.31877,38.63137,3,10
2016-08-07T16:29:41.00Z,39.7067780,-75.0335203,44.757,0.11,-0.09,0.26,1.079,1.819,0.64,305.31877,38.63286,3,10
2016-08-07T16:29:41.20Z,39.7067780,-75.0335202,44.754,0.14,-0.05,0.15,1.100,1.839,0.70,305.31877,38.63450,3,10
2016-08-07T16:29:41.40Z,39.7067781,-75.0335202,44.729,0.06,0.02,0.16,1.122,1.861,0.63,305.31877,38.63596,3,10
2016-08-07T16:29:41.60Z,39.7067780,-75.0335200,44.729,0.03,0.00,0.09,1.145,1.884,0.61,305.31877,38.63739,3,10
