time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),,,
2015-09-16T16:45:07.00Z,35.0305302,-79.1830813,144.919,56.44,17.39,-3.39,63.646,106.509,1.40,3,4
2015-09-16T16:45:07.20Z,35.0306262,-79.1830622,147.206,56.19,17.00,-3.07,45.169,59.196,0.79,3,4
2015-09-16T16:45:07.60Z,35.0308235,-79.1830134,152.666,56.86,15.97,-3.06,37.950,54.285,0.65,3,4
2015-09-16T16:45:07.80Z,35.0309339,-79.1829871,156.077,56.62,15.87,-2.83,34.225,49.300,0.76,3,4
2015-09-16T16:45:08.00Z,35.0310351,-79.1829640,159.314,56.43,15.95,-2.49,31.461,45.527,0.88,3,4
2015-09-16T16:45:08.20Z,35.0311318,-79.1829362,162.086,56.24,15.82,-2.29,29.362,42.516,0.95,3,4
2015-09-16T16:45:08.40Z,35.0312309,-79.1829120,164.506,56.35,15.53,-2.24,27.709,40.366,1.09,3,4
2015-09-16T16:45:08.60Z,35.0313333,-79.1828840,166.394,56.33,15.16,-2.22,26.479,38.638,1.17,3,4
2015-09-16T16:45:08.80Z,35.0314395,-79.1828563,168.039,56.14,14.79,-2.19,25.455,37.127,1.21,3,4
2015-09-16T16:45:09.00Z,35.0315478,-79.1828284,169.342,56.16,14.56,-2.15,24.572,35.866,1.27,3,4
2015-09-16T16:45:09.20Z,35.0316559,-79.1828006,170.485,56.28,14.02,-2.10,23.794,34.827,1.28,3,4
2015-09-16T16:45:09.40Z,35.0317631,-79.1827722,171.566,56.48,13.82,-2.05,23.125,33.935,1.28,3,4
2015-09-16T16:45:09.60Z,35.0318725,-79.1827467,172.221,57.09,12.85,-2.04,22.482,33.249,1.27,3,4
2015-09-16T16:45:09.80Z,35.0319769,-79.1827213,173.491,57.05,12.29,-2.12,21.975,32.629,1.37,3,4
2015-09-16T16:45:10.00Z,35.0320851,-79.1826999,174.529,57.67,11.46,-2.11,21.460,32.062,1.38,3,4
2015-09-16T16:45:10.20Z,35.0321937,-79.1826822,175.322,57.71,11.13,-2.06,20.642,31.459,1.47,3,4
2015-09-16T16:45:10.40Z,35.0323044,-79.1826671,175.934,58.15,10.18,-1.98,19.838,30.913,1.54,3,4
2015-09-16T16:45:10.60Z,35.0324167,-79.1826552,176.542,58.47,9.26,-2.01,19.102,30.424,1.48,3,4
2015-09-16T16:45:10.80Z,35.0325283,-79.1826459,177.294,58.40,8.44,-2.03,18.472,29.961,1.52,3,4
2015-09-16T16:45:11.00Z,35.0326373,-79.1826364,177.937,58.23,7.54,-2.00,17.974,29.559,1.56,3,4
2015-09-16T16:45:11.20Z,35.0327468,-79.1826275,178.613,58.28,6.95,-1.98,17.519,29.190,1.50,3,4
2015-09-16T16:45:11.40Z,35.0328539,-79.1826184,179.482,58.24,6.47,-1.95,17.144,28.867,1.49,3,4
2015-09-16T16:45:11.60Z,35.0329637,-79.1826114,180.303,58.56,6.04,-1.91,16.757,28.553,1.46,3,4
