time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2016-08-05T19:41:49.20Z,39.7064146,-75.0326498,44.071,-0.05,0.01,-0.05,18.824,14.174,0.54,0.00000,180.00000,3,5
2016-08-05T19:41:49.40Z,39.7064151,-75.0326506,43.983,-0.06,0.09,-0.02,11.734,8.292,0.51,0.00000,148.41206,3,5
2016-08-05T19:41:49.60Z,39.7064153,-75.0326536,43.897,-0.02,0.09,-0.04,11.964,8.577,0.43,0.00000,148.41232,3,5
2016-08-05T19:41:49.80Z,39.7064163,-75.0326557,43.817,0.11,-0.01,-0.04,10.544,7.588,0.34,0.00000,148.41254,3,5
2016-08-05T19:41:50.00Z,39.7064169,-75.0326570,43.709,-0.01,-0.11,0.05,9.590,6.903,0.34,0.00000,148.41274,3,5
2016-08-05T19:41:50.20Z,39.7064174,-75.0326587,43.551,0.04,-0.03,0.10,8.867,6.369,0.34,0.00000,148.41294,3,5
2016-08-05T19:41:50.40Z,39.7064169,-75.0326569,43.527,0.11,-0.10,0.02,8.289,5.933,0.40,0.00000,148.41318,3,5
2016-08-05T19:41:50.60Z,39.7064178,-75.0326576,43.448,0.00,-0.10,0.03,7.813,5.577,0.33,0.00000,148.41338,3,5
2016-08-05T19:41:50.80Z,39.7064180,-75.0326572,43.474,0.12,-0.15,0.04,7.413,5.280,0.39,0.00000,148.41362,3,5
2016-08-05T19:41:51.00Z,39.7064193,-75.0326585,43.385,0.05,-0.09,0.13,7.070,5.028,0.34,0.00000,148.41382,3,5
2016-08-05T19:41:51.20Z,39.7064202,-75.0326596,43.238,0.04,-0.12,0.06,6.771,4.809,0.36,0.00000,148.41404,3,5
2016-08-05T19:41:51.40Z,39.7064217,-75.0326622,43.017,0.04,-0.09,0.01,6.508,4.617,0.36,0.00000,148.41426,3,5
2016-08-05T19:41:51.60Z,39.7064222,-75.0326613,42.910,0.01,0.01,-0.01,6.274,4.446,0.27,0.00000,148.41442,3,5
2016-08-05T19:41:51.80Z,39.7064231,-75.0326608,42.792,0.10,0.01,0.04,6.056,4.293,0.31,0.00000,148.41460,3,5
2016-08-05T19:41:52.00Z,39.7064240,-75.0326614,42.667,-0.04,-0.07,0.04,5.867,4.156,0.28,0.00000,148.41478,3,5
2016-08-05T19:41:52.20Z,39.7064246,-75.0326613,42.571,0.12,0.03,0.02,5.719,4.040,0.32,0.00000,148.41496,3,5
2016-08-05T19:41:52.40Z,39.7064254,-75.0326614,42.502,0.05,-0.04,0.05,5.582,3.933,0.35,0.00000,148.41518,3,5
2016-08-05T19:41:52.60Z,39.7064258,-75.0326612,42.471,-0.01,-0.07,0.02,5.455,3.834,0.28,0.00000,148.41534,3,5
2016-08-05T19:41:52.80Z,39.7064260,-75.0326605,42.470,-0.09,0.03,-0.03,5.312,3.736,0.34,0.00000,148.41554,3,5
2016-08-05T19:41:53.00Z,39.7064266,-75.0326609,42.438,0.03,-0.14,0.03,5.180,3.644,0.30,0.00000,148.41572,3,5
2016-08-05T19:41:53.20Z,39.7064270,-75.0326607,42.412,0.02,0.00,-0.02,5.058,3.560,0.26,0.00000,148.41590,3,5
2016-08-05T19:41:53.40Z,39.7064271,-75.0326598,42.416,0.02,-0.14,0.11,4.945,3.481,0.29,0.00000,148.41606,3,5
2016-08-05T19:41:53.60Z,39.7064271,-75.0326588,42.403,0.03,-0.11,0.09,4.838,3.407,0.29,0.00000,148.41624,3,5
2016-08-05T19:41:53.80Z,39.7064273,-75.0326587,42.371,0.00,-0.07,0.05,4.754,3.342,0.28,0.00000,148.41642,3,5
2016-08-05T19:41:54.00Z,39.7064277,-75.0326593,42.333,0.08,-0.11,0.00,4.663,3.278,0.33,0.00000,148.41662,3,5
2016-08-05T19:41:54.20Z,39.7064278,-75.0326588,42.331,0.03,-0.11,-0.01,4.590,3.220,0.30,0.00000,148.41680,3,5
2016-08-05T19:41:54.40Z,39.7064281,-75.0326586,42.313,0.09,-0.11,0.08,4.519,3.167,0.33,0.00000,148.41700,3,5
2016-08-05T19:41:54.60Z,39.7064286,-75.0326588,42.291,0.03,-0.05,0.07,4.451,3.115,0.29,0.00000,148.41718,3,5
2016-08-05T19:41:54.80Z,39.7064287,-75.0326584,42.285,0.05,-0.03,0.06,4.386,3.066,0.31,0.00000,148.41736,3,5
2016-08-05T19:41:55.00Z,39.7064289,-75.0326581,42.272,0.04,-0.12,0.02,4.327,3.020,0.32,0.00000,148.41756,3,5
2016-08-05T19:41:55.20Z,39.7064289,-75.0326578,42.265,0.07,-0.01,0.06,4.262,2.972,0.31,0.00000,148.41774,3,6
2016-08-05T19:41:55.40Z,39.7064290,-75.0326575,42.251,0.07,-0.02,0.13,4.201,2.925,0.28,0.00000,148.41792,3,6
2016-08-05T19:41:55.60Z,39.7064290,-75.0326572,42.263,0.06,-0.07,0.00,4.142,2.882,0.33,0.00000,148.41814,3,6
2016-08-05T19:41:55.80Z,39.7064293,-75.0326576,42.247,-0.02,-0.01,-0.05,4.076,2.838,0.24,0.00000,148.41828,3,6
2016-08-05T19:41:56.00Z,39.7064291,-75.0326573,42.262,-0.02,0.01,0.02,4.013,2.796,0.28,0.00000,148.41846,3,6
2016-08-05T19:41:56.20Z,39.7064288,-75.0326566,42.303,0.05,-0.08,-0.03,3.952,2.756,0.30,0.00000,148.41866,3,6
2016-08-05T19:41:56.40Z,39.7064287,-75.0326566,42.307,-0.01,0.02,0.01,3.895,2.719,0.27,0.00000,148.41882,3,6
2016-08-05T19:41:56.60Z,39.7064284,-75.0326564,42.310,-0.04,-0.05,0.03,3.841,2.684,0.25,0.00000,148.41896,3,6
2016-08-05T19:41:56.80Z,39.7064281,-75.0326563,42.305,0.01,-0.06,-0.02,3.786,2.649,0.26,0.00000,148.41912,3,6
2016-08-05T19:41:57.00Z,39.7064280,-75.0326562,42.292,-0.03,-0.07,0.04,3.733,2.616,0.25,0.00000,148.41928,3,6
2016-08-05T19:41:57.20Z,39.7064281,-75.0326568,42.249,0.06,-0.05,0.04,3.686,2.587,0.33,0.00000,148.41948,3,6
2016-08-05T19:41:57.40Z,39.7064283,-75.0326573,42.214,0.00,-0.05,0.01,3.641,2.559,0.29,0.00000,148.41966,3,6
2016-08-05T19:41:57.60Z,39.7064283,-75.0326575,42.200,0.08,-0.09,0.06,3.600,2.531,0.36,0.00000,148.41988,3,6
2016-08-05T19:41:57.80Z,39.7064283,-75.0326575,42.165,0.14,-0.02,0.13,3.560,2.503,0.33,0.00000,148.42008,3,6
2016-08-05T19:41:58.00Z,39.7064282,-75.0326576,42.122,-0.07,-0.10,0.12,3.522,2.476,0.26,0.00000,148.42024,3,6
2016-08-05T19:41:58.20Z,39.7064279,-75.0326577,42.112,0.08,-0.09,0.04,3.485,2.451,0.37,0.00000,148.42048,3,6
2016-08-05T19:41:58.40Z,39.7064277,-75.0326576,42.104,0.05,-0.11,0.02,3.448,2.425,0.31,0.00000,148.42068,3,6
2016-08-05T19:41:58.60Z,39.7064273,-75.0326575,42.102,0.01,-0.14,0.11,3.412,2.400,0.27,0.00000,148.42084,3,6
2016-08-05T19:41:58.80Z,39.7064270,-75.0326577,42.079,0.03,-0.11,0.04,3.369,2.372,0.28,0.00000,148.42102,3,6
2016-08-05T19:41:59.00Z,39.7064268,-75.0326579,42.051,0.02,-0.13,0.07,3.327,2.346,0.27,0.00000,148.42118,3,6
2016-08-05T19:41:59.20Z,39.7064265,-75.0326582,42.019,0.00,-0.14,0.14,3.287,2.321,0.26,0.00000,148.42132,3,6
2016-08-05T19:41:59.40Z,39.7064262,-75.0326583,41.994,0.01,-0.13,0.07,3.249,2.297,0.27,0.00000,148.42150,3,6
2016-08-05T19:41:59.60Z,39.7064260,-75.0326583,41.978,0.05,-0.12,0.04,3.212,2.274,0.30,0.00000,148.42166,3,6
2016-08-05T19:41:59.80Z,39.7064257,-75.0326583,41.958,-0.08,-0.02,0.03,3.178,2.253,0.33,0.00000,148.42186,3,6
2016-08-05T19:42:00.00Z,39.7064254,-75.0326584,41.931,0.00,-0.07,0.03,3.144,2.232,0.26,0.00000,148.42202,3,6
2016-08-05T19:42:00.20Z,39.7064252,-75.0326584,41.914,0.04,-0.06,0.00,3.111,2.211,0.31,0.00000,148.42222,3,6
2016-08-05T19:42:00.40Z,39.7064250,-75.0326583,41.910,0.03,-0.04,0.04,3.080,2.192,0.30,0.00000,148.42240,3,6
2016-08-05T19:42:00.60Z,39.7064248,-75.0326584,41.872,-0.13,0.05,-0.05,3.049,2.173,0.31,0.00000,148.42258,3,6
2016-08-05T19:42:00.80Z,39.7064246,-75.0326582,41.860,-0.03,0.00,0.01,3.019,2.154,0.27,0.00000,148.42274,3,6
2016-08-05T19:42:01.00Z,39.7064244,-75.0326580,41.835,-0.01,0.01,0.03,2.991,2.136,0.23,0.00000,148.42288,3,6
2016-08-05T19:42:01.20Z,39.7064240,-75.0326572,41.869,0.08,-0.01,-0.10,2.954,2.114,0.23,0.00000,148.42302,3,8
2016-08-05T19:42:01.40Z,39.7064237,-75.0326566,41.901,-0.02,-0.01,-0.09,2.912,2.092,0.23,0.00000,148.42316,3,8
2016-08-05T19:42:01.60Z,39.7064234,-75.0326562,41.909,0.02,-0.05,-0.03,2.871,2.069,0.24,0.00000,148.42330,3,8
2016-08-05T19:42:01.80Z,39.7064233,-75.0326559,41.911,0.02,-0.07,-0.01,2.833,2.047,0.25,0.00000,148.42346,3,8
2016-08-05T19:42:02.00Z,39.7064231,-75.0326554,41.925,0.06,-0.03,0.05,2.803,2.028,0.31,0.00000,148.42366,3,8
2016-08-05T19:42:02.20Z,39.7064231,-75.0326552,41.924,0.03,-0.05,-0.03,2.767,2.007,0.27,0.00000,148.42382,3,8
2016-08-05T19:42:02.40Z,39.7064229,-75.0326549,41.927,-0.06,-0.05,0.01,2.739,1.989,0.23,0.00000,148.42396,3,8
2016-08-05T19:42:02.60Z,39.7064227,-75.0326545,41.922,-0.02,-0.02,0.07,2.711,1.971,0.21,0.00000,148.42408,3,8
2016-08-05T19:42:02.80Z,39.7064223,-75.0326539,41.917,-0.09,-0.06,0.07,2.686,1.955,0.26,0.00000,148.42422,3,8
2016-08-05T19:42:03.00Z,39.7064221,-75.0326536,41.910,0.06,-0.16,0.00,2.662,1.939,0.27,0.00000,148.42438,3,8
2016-08-05T19:42:03.20Z,39.7064218,-75.0326532,41.916,-0.08,-0.03,-0.01,2.639,1.924,0.30,0.00000,148.42458,3,8
2016-08-05T19:42:03.40Z,39.7064216,-75.0326528,41.901,0.04,-0.02,0.07,2.617,1.908,0.27,0.00000,148.42474,3,8
2016-08-05T19:42:03.60Z,39.7064215,-75.0326526,41.866,-0.07,-0.06,0.04,2.595,1.894,0.26,0.00000,148.42490,3,8
2016-08-05T19:42:03.80Z,39.7064214,-75.0326524,41.847,0.06,-0.10,-0.03,2.574,1.880,0.28,0.00000,148.42506,3,8
2016-08-05T19:42:04.00Z,39.7064213,-75.0326521,41.835,-0.06,-0.03,0.00,2.553,1.866,0.30,0.00000,148.42524,3,8
2016-08-05T19:42:04.20Z,39.7064211,-75.0326517,41.829,-0.02,-0.01,-0.01,2.533,1.852,0.30,0.00000,148.42542,3,8
2016-08-05T19:42:04.40Z,39.7064211,-75.0326514,41.812,-0.01,0.07,-0.04,2.513,1.838,0.25,0.00000,148.42558,3,8
2016-08-05T19:42:04.60Z,39.7064211,-75.0326510,41.806,0.01,-0.01,0.03,2.494,1.825,0.24,0.00000,148.42572,3,8
2016-08-05T19:42:04.80Z,39.7064212,-75.0326508,41.787,0.06,-0.01,0.02,2.476,1.813,0.33,0.00000,148.42594,3,8
2016-08-05T19:42:05.00Z,39.7064211,-75.0326503,41.779,-0.10,0.00,0.10,2.458,1.801,0.27,0.00000,148.42610,3,8
2016-08-05T19:42:05.20Z,39.7064211,-75.0326498,41.770,0.09,0.04,-0.02,2.440,1.788,0.29,0.00000,148.42628,3,8
2016-08-05T19:42:05.40Z,39.7064212,-75.0326493,41.763,-0.02,0.05,0.03,2.423,1.777,0.24,0.00000,148.42642,3,8
2016-08-05T19:42:05.60Z,39.7064212,-75.0326490,41.744,-0.03,-0.01,0.02,2.407,1.765,0.27,0.00000,148.42658,3,8
2016-08-05T19:42:05.80Z,39.7064213,-75.0326486,41.736,0.01,-0.05,0.02,2.390,1.754,0.25,0.00000,148.42674,3,8
2016-08-05T19:42:06.00Z,39.7064212,-75.0326482,41.742,-0.03,-0.04,-0.04,2.374,1.743,0.24,0.00000,148.42688,3,8
2016-08-05T19:42:06.20Z,39.7064213,-75.0326479,41.737,-0.02,-0.01,0.01,2.359,1.732,0.27,0.00000,148.42706,3,8
2016-08-05T19:42:06.40Z,39.7064213,-75.0326475,41.731,0.08,-0.07,0.06,2.343,1.722,0.31,0.00000,148.42724,3,8
2016-08-05T19:42:06.60Z,39.7064214,-75.0326471,41.724,-0.01,-0.01,0.02,2.329,1.711,0.23,0.00000,148.42738,3,8
2016-08-05T19:42:06.80Z,39.7064214,-75.0326467,41.734,0.02,-0.08,-0.01,2.314,1.701,0.25,0.00000,148.42754,3,8
2016-08-05T19:42:07.00Z,39.7064216,-75.0326465,41.729,0.05,-0.05,0.02,2.299,1.691,0.29,0.00000,148.42770,3,8
2016-08-05T19:42:07.20Z,39.7064216,-75.0326462,41.737,-0.05,-0.05,-0.06,2.284,1.681,0.23,0.00000,148.42784,3,8
2016-08-05T19:42:07.40Z,39.7064218,-75.0326460,41.729,0.06,0.00,0.04,2.270,1.672,0.28,0.00000,148.42800,3,8
2016-08-05T19:42:07.60Z,39.7064219,-75.0326456,41.729,-0.02,-0.01,-0.03,2.256,1.663,0.23,0.00000,148.42814,3,8
2016-08-05T19:42:07.80Z,39.7064219,-75.0326452,41.735,-0.04,-0.02,0.02,2.242,1.653,0.24,0.00000,148.42828,3,8
2016-08-05T19:42:08.00Z,39.7064219,-75.0326448,41.737,0.04,-0.01,0.02,2.229,1.644,0.30,0.00000,148.42846,3,8
