time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),,,
2015-09-06T20:44:39.40Z,39.7014963,-75.0049353,1279.809,57.14,1.56,-5.01,34.060,83.067,1.57,3,4
2015-09-06T20:44:39.60Z,39.7015972,-75.0049273,1282.919,57.37,0.74,-5.59,31.110,55.912,1.54,3,4
2015-09-06T20:44:39.80Z,39.7016910,-75.0049230,1282.482,57.48,0.01,-5.68,25.864,52.676,0.80,3,4
2015-09-06T20:44:40.00Z,39.7018035,-75.0049292,1280.925,57.75,-0.86,-5.79,17.711,37.808,0.60,3,5
2015-09-06T20:44:40.20Z,39.7019148,-75.0049352,1280.469,57.79,-1.70,-6.15,15.783,34.123,0.48,3,5
2015-09-06T20:44:40.40Z,39.7020181,-75.0049423,1281.143,57.94,-2.53,-5.85,14.623,31.491,0.49,3,5
2015-09-06T20:44:40.60Z,39.7021250,-75.0049502,1281.756,58.01,-3.35,-5.81,13.620,29.177,0.47,3,5
2015-09-06T20:44:40.80Z,39.7022314,-75.0049616,1281.984,57.96,-4.25,-5.78,12.740,27.320,0.42,3,5
2015-09-06T20:44:41.00Z,39.7023331,-75.0049731,1283.009,58.01,-4.93,-5.69,12.309,26.334,0.50,3,4
2015-09-06T20:44:41.20Z,39.7024362,-75.0049871,1284.083,58.21,-5.87,-5.49,11.943,25.463,0.51,3,4
2015-09-06T20:44:41.40Z,39.7025411,-75.0050019,1283.250,58.25,-6.61,-5.40,11.584,23.991,0.52,3,6
2015-09-06T20:44:41.60Z,39.7026471,-75.0050195,1282.892,58.19,-7.04,-5.34,11.281,22.853,0.72,3,6
2015-09-06T20:44:41.80Z,39.7027513,-75.0050407,1283.014,57.97,-8.21,-5.21,10.793,21.858,1.05,3,6
2015-09-06T20:44:42.00Z,39.7028601,-75.0050650,1283.320,58.79,-9.52,-5.02,10.544,21.252,1.22,3,6
2015-09-06T20:44:42.20Z,39.7029663,-75.0050888,1283.866,58.48,-10.00,-4.99,10.324,20.695,1.29,3,6
2015-09-06T20:44:42.40Z,39.7030709,-75.0051142,1284.298,57.94,-10.73,-5.11,10.120,20.159,1.26,3,6
2015-09-06T20:44:42.60Z,39.7031752,-75.0051412,1284.658,57.88,-11.43,-4.80,9.956,19.654,1.24,3,6
2015-09-06T20:44:42.80Z,39.7032768,-75.0051682,1285.639,57.53,-12.11,-4.61,9.754,19.115,1.21,3,6
2015-09-06T20:44:43.00Z,39.7033769,-75.0051972,1286.438,57.14,-12.70,-4.45,9.575,18.650,1.21,3,6
2015-09-06T20:44:43.20Z,39.7034774,-75.0052290,1286.938,56.89,-13.35,-4.25,9.418,18.240,1.08,3,6
2015-09-06T20:44:43.40Z,39.7035779,-75.0052628,1287.388,56.49,-14.20,-4.11,9.279,17.808,1.16,3,7
2015-09-06T20:44:43.60Z,39.7036786,-75.0052986,1288.043,56.29,-15.20,-4.02,9.090,17.493,1.15,3,6
2015-09-06T20:44:43.80Z,39.7037809,-75.0053372,1288.331,56.28,-16.20,-4.02,8.906,17.150,1.12,3,7
2015-09-06T20:44:44.00Z,39.7038899,-75.0053814,1288.279,57.46,-17.72,-3.98,8.721,16.824,0.74,3,7
2015-09-06T20:44:44.20Z,39.7039948,-75.0054243,1288.288,57.33,-18.29,-3.98,8.629,16.552,0.81,3,7
2015-09-06T20:44:44.40Z,39.7041006,-75.0054684,1288.543,57.24,-18.93,-3.99,8.539,16.184,0.81,3,7
2015-09-06T20:44:44.58Z,39.7042061,-75.0055147,1288.168,56.79,-19.36,-3.93,8.449,15.748,1.12,3,7
2015-09-06T20:44:44.80Z,39.7043107,-75.0055622,1288.274,56.78,-20.11,-3.81,8.375,15.480,1.23,3,7
2015-09-06T20:44:45.00Z,39.7044149,-75.0056129,1288.558,56.72,-21.07,-3.66,8.306,15.238,1.28,3,7
2015-09-06T20:44:45.20Z,39.7045194,-75.0056641,1289.018,56.79,-21.78,-3.68,8.246,14.996,1.31,3,7
2015-09-06T20:44:45.40Z,39.7046240,-75.0057164,1289.470,56.83,-22.36,-3.78,8.195,14.754,1.34,3,7
2015-09-06T20:44:45.60Z,39.7047271,-75.0057698,1289.985,56.65,-22.87,-3.76,8.153,14.541,1.37,3,7
2015-09-06T20:44:45.80Z,39.7048297,-75.0058245,1290.716,56.41,-23.47,-3.74,8.116,14.338,1.39,3,7
2015-09-06T20:44:46.00Z,39.7049305,-75.0058810,1291.310,55.88,-24.14,-3.62,8.077,14.140,1.40,3,7
2015-09-06T20:44:46.20Z,39.7050310,-75.0059392,1292.015,55.36,-24.92,-3.63,8.045,13.941,1.45,3,7
2015-09-06T20:44:46.40Z,39.7051343,-75.0060010,1292.660,55.61,-25.86,-3.62,8.011,13.752,1.48,3,7
2015-09-06T20:44:46.60Z,39.7052365,-75.0060636,1293.470,55.53,-26.69,-3.68,7.978,13.555,1.49,3,7
2015-09-06T20:44:46.80Z,39.7053365,-75.0061267,1294.167,55.21,-27.11,-3.65,7.942,13.362,1.47,3,7
2015-09-06T20:44:47.00Z,39.7054361,-75.0061911,1294.740,54.98,-27.62,-3.50,7.913,13.196,1.47,3,7
2015-09-06T20:44:47.20Z,39.7055359,-75.0062571,1295.405,54.76,-28.35,-3.41,7.885,13.035,1.50,3,7
2015-09-06T20:44:47.40Z,39.7056352,-75.0063260,1296.218,54.67,-29.40,-3.24,7.857,12.886,1.52,3,7
2015-09-06T20:44:47.60Z,39.7057364,-75.0063981,1296.965,54.72,-30.30,-3.33,7.793,12.727,1.42,3,7
2015-09-06T20:44:47.80Z,39.7058370,-75.0064709,1297.193,54.65,-30.90,-3.28,7.713,12.462,1.37,3,7
2015-09-06T20:44:48.00Z,39.7059377,-75.0065455,1297.016,54.37,-31.79,-3.20,7.624,12.209,1.26,3,7
2015-09-06T20:44:48.20Z,39.7060371,-75.0066213,1297.470,54.13,-32.44,-3.27,7.550,12.056,1.17,3,7
